DO	FU	HB	CB	NB	DU	SG	HTEMP	tPD	V185	V186	V187	V188	V189	V190	V191	V192	V193	V194	V195	V196	V197	V198	V199	V200	V201	V202	V203	V204	V205	V206	V207	V208	cycle	run	wf	x	y	mask	line	part	lot	step	test_model	tester	test	V209	V210	V211	V212	V213	V214	V215	V216	V217	V218	V219	V220	V221	V222	V223
1	R	2	G	0	128	x08BCAD4038003999	-24:0	63.59	NRT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	PCH007	10	43	47	B	P	K3KL3L30CM-BGCT000-POB9AH	PCH0079X52	T090PR0	MAGEPICU	m805	1															
2	R	2	G	0	128	x08F491A028003999	-26:0	69.33	NRT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	PCH005	13	36	61	B	P	K3KL3L30CM-BGCT000-POB9AH	PCH0079X52	T090PR0	MAGEPICU	m805	1															
3	R	2	G	0	128	x08B49D4038003999	-23:0	62.44	NRT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	PCH007	10	39	45	B	P	K3KL3L30CM-BGCT000-POB9AH	PCH0079X52	T090PR0	MAGEPICU	m805	1															
4	R	2	G	0	128	x089CA1A028003999	-27:0	69.54	NRT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	PCH005	13	40	39	B	P	K3KL3L30CM-BGCT000-POB9AH	PCH0079X52	T090PR0	MAGEPICU	m805	1															
1	R	6	N	0	1	x08F89D4028003999	-24:0	68.09	NRT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	PCH005	10	39	62	B	P	K3KL3L30CM-BGCT000-POB9AH	PCH0079X52	T090PR0	MAGEPICU	m805	2															
2	R	6	N	4217	1	x08F4BB0028003999	-28:0	74.24	NRT	4217	4217	4219	4219	4226	4226	4230	4230	4317	4317	4318	4359	0	0	0	0	f0a000	f08000	f0f900	f0fd00	800000	f0a00000	f0800000	10	PCH005	24	46	61	B	P	K3KL3L30CM-BGCT000-POB9AH	PCH0079X52	T090PR0	MAGEPICU	m805	2															
3	R	6	N	0	1	x08FC994028003999	-23:0	68.71	NRT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	PCH005	10	38	63	B	P	K3KL3L30CM-BGCT000-POB9AH	PCH0079X52	T090PR0	MAGEPICU	m805	2															
4	R	6	N	0	1	x08FCAB0028003999	-26:0	73.01	NRT	4219	4219	4230	4230	4359	0	0	0	0	0	0	0	0	0	0	0	c0f000	f0f000	3000	3000	400000	c0f00000	f0f00000	10	PCH005	24	42	63	B	P	K3KL3L30CM-BGCT000-POB9AH	PCH0079X52	T090PR0	MAGEPICU	m805	2															
1	R	6	N	1374	2	x0890AD6038003999	-20:0	72.91	NRT	1374	0	4284	0	0	0	0	0	0	0	0	0	0	0	0	0	8000	0	1000	0	0	800000	0	10	PCH007	11	43	36	B	P	K3KL3L30CM-BGCT000-POB9AH	PCH0079X52	T090PR0	MAGEPICU	m805	2															
2	R	6	N	0	2	x08CCB24028003999	-24:0	64.41	NRT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	PCH005	18	44	51	B	P	K3KL3L30CM-BGCT000-POB9AH	PCH0079X52	T090PR0	MAGEPICU	m805	2															
3	R	6	N	0	2	x08B8D16038003999	-24:0	68.79	NRT	0	0	4284	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1000	0	0	0	0	10	PCH007	11	52	46	B	P	K3KL3L30CM-BGCT000-POB9AH	PCH0079X52	T090PR0	MAGEPICU	m805	2															
4	R	6	N	0	2	x08B0964028003999	-29:0	63.76	NRT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	PCH005	18	37	44	B	P	K3KL3L30CM-BGCT000-POB9AH	PCH0079X52	T090PR0	MAGEPICU	m805	2															
1	R	6	N	3257	3	x08E4C8C038003999	-21:0	76.94	NRT	3257	3257	3270	3270	3329	3329	4217	4217	4219	4219	4226	4226	4230	4230	4245	4245	ff0000	ff0000	10000	770000	cd0000	ff000000	ff000000	10	PCH007	6	50	57	B	P	K3KL3L30CM-BGCT000-POB9AH	PCH0079X52	T090PR0	MAGEPICU	m805	2															
2	R	6	N	0	3	x08A448E028003999	-24:0	72.64	NRT	0	0	4284	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	400	0	0	0	0	10	PCH005	7	18	41	B	P	K3KL3L30CM-BGCT000-POB9AH	PCH0079X52	T090PR0	MAGEPICU	m805	2															
3	R	6	N	0	3	x08E8C0C038003999	-19:0	75.76	NRT	4217	4217	4219	4219	4226	4226	4230	4230	4245	4245	4248	4248	4277	4277	4284	4290	ffff00	ffff00	ffff00	ffff00	fff000	ffff0000	ffff0000	10	PCH007	6	48	58	B	P	K3KL3L30CM-BGCT000-POB9AH	PCH0079X52	T090PR0	MAGEPICU	m805	2															
4	R	6	N	0	3	x089854E028003999	-26:0	72.22	NRT	0	0	4284	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	400	0	0	0	0	10	PCH005	7	21	38	B	P	K3KL3L30CM-BGCT000-POB9AH	PCH0079X52	T090PR0	MAGEPICU	m805	2															
1	R	6	N	1374	4	x08B478A038003999	-25:0	70.01	NRT	1374	1074	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8000	8000	0	0	0	800000	0	10	PCH007	5	30	45	B	P	K3KL3L30CM-BGCT000-POB9AH	PCH0079X52	T090PR0	MAGEPICU	m805	2															
2	R	6	N	0	4	x08D4D0A028003999	-24:0	69.33	NRT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	PCH005	5	52	53	B	P	K3KL3L30CM-BGCT000-POB9AH	PCH0079X52	T090PR0	MAGEPICU	m805	2															
3	R	6	N	0	4	x08B47CA038003999	-27:0	67.37	NRT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	PCH007	5	31	45	B	P	K3KL3L30CM-BGCT000-POB9AH	PCH0079X52	T090PR0	MAGEPICU	m805	2															
4	R	6	N	0	4	x08D8D0A028003999	-23:0	67.33	NRT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	PCH005	5	52	54	B	P	K3KL3L30CM-BGCT000-POB9AH	PCH0079X52	T090PR0	MAGEPICU	m805	2															
1	R	6	N	0	5	x08DC510038003999	-24:0	70.75	NRT	0	0	4284	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2000	0	0	0	0	10	PCH007	8	20	55	B	P	K3KL3L30CM-BGCT000-POB9AH	PCH0079X52	T090PR0	MAGEPICU	m805	2															
2	R	6	N	0	5	x08A8C98028003999	-27:0	75.37	NRT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	PCH005	12	50	42	B	P	K3KL3L30CM-BGCT000-POB9AH	PCH0079X52	T090PR0	MAGEPICU	m805	2															
3	R	6	N	0	5	x08D44D0038003999	-22:0	68.34	NRT	0	0	4284	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2000	0	0	0	0	10	PCH007	8	19	53	B	P	K3KL3L30CM-BGCT000-POB9AH	PCH0079X52	T090PR0	MAGEPICU	m805	2															
4	R	6	N	2301	5	x08A8AD8028003999	-28:0	71.95	NRT	2301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	fcfe00	0	0	0	0	fcfe0000	0	10	PCH005	12	43	42	B	P	K3KL3L30CM-BGCT000-POB9AH	PCH0079X52	T090PR0	MAGEPICU	m805	2															
1	R	6	N	0	6	x08DC896038003999	-23:0	69.16	NRT	0	0	4284	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3800	0	0	0	0	10	PCH007	11	34	55	B	P	K3KL3L30CM-BGCT000-POB9AH	PCH0079X52	T090PR0	MAGEPICU	m805	2															
2	R	6	N	4217	6	x08FCA1E028003999	-22:0	72.64	NRT	4217	4217	4219	4219	4226	4226	4230	4230	4245	4245	4248	4248	4290	4290	4291	4291	ffff00	ffff00	ffff00	ffff00	700000	ffff0000	ffff0000	10	PCH005	15	40	63	B	P	K3KL3L30CM-BGCT000-POB9AH	PCH0079X52	T090PR0	MAGEPICU	m805	2															
3	R	6	N	0	6	x08D4696038003999	-22:0	70.36	NRT	0	0	4284	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3800	0	0	0	0	10	PCH007	11	26	53	B	P	K3KL3L30CM-BGCT000-POB9AH	PCH0079X52	T090PR0	MAGEPICU	m805	2															
4	R	6	N	4217	6	x090089E028003999	-22:0	75.17	NRT	4217	4217	4219	4219	4226	4226	4230	4230	4245	4245	4248	4248	4277	4277	4290	4290	f4ff00	f0ff00	ffff00	ffff00	f06000	f4ff0000	f0ff0000	10	PCH005	15	34	64	B	P	K3KL3L30CM-BGCT000-POB9AH	PCH0079X52	T090PR0	MAGEPICU	m805	2															
1	R	6	N	0	7	x08D451A038003999	-23:0	72.54	NRT	0	0	4284	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1800	0	0	0	0	10	PCH007	13	20	53	B	P	K3KL3L30CM-BGCT000-POB9AH	PCH0079X52	T090PR0	MAGEPICU	m805	2															
2	R	6	N	0	7	x08CCB26028003999	-27:0	64.52	NRT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	PCH005	19	44	51	B	P	K3KL3L30CM-BGCT000-POB9AH	PCH0079X52	T090PR0	MAGEPICU	m805	2															
3	R	6	N	1083	7	x08C84DA038003999	-21:0	70.27	NRT	1083	0	4284	0	0	0	0	0	0	0	0	0	0	0	0	0	ff0000	0	1800	0	0	ff000000	0	10	PCH007	13	19	50	B	P	K3KL3L30CM-BGCT000-POB9AH	PCH0079X52	T090PR0	MAGEPICU	m805	2															
4	R	6	N	0	7	x08D4A66028003999	-25:0	65.07	NRT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	PCH005	19	41	53	B	P	K3KL3L30CM-BGCT000-POB9AH	PCH0079X52	T090PR0	MAGEPICU	m805	2															
1	R	6	N	1374	8	x08B44DA038003999	-21:0	72.45	NRT	1374	1074	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8000	8000	0	0	0	800000	0	10	PCH007	13	19	45	B	P	K3KL3L30CM-BGCT000-POB9AH	PCH0079X52	T090PR0	MAGEPICU	m805	2															
2	R	6	N	0	8	x08C4BA6028003999	-25:0	65.74	NRT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	PCH005	19	46	49	B	P	K3KL3L30CM-BGCT000-POB9AH	PCH0079X52	T090PR0	MAGEPICU	m805	2															
3	R	6	N	0	8	x089075A038003999	-22:0	70.53	NRT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	PCH007	13	29	36	B	P	K3KL3L30CM-BGCT000-POB9AH	PCH0079X52	T090PR0	MAGEPICU	m805	2															
4	R	6	N	0	8	x08E09A6028003999	-24:0	63.41	NRT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	PCH005	19	38	56	B	P	K3KL3L30CM-BGCT000-POB9AH	PCH0079X52	T090PR0	MAGEPICU	m805	2															
1	R	6	N	0	9	x08946D6038003999	-26:0	73.9	NRT	4217	4217	4219	4219	4245	4317	4317	4318	4318	4319	4359	0	0	0	0	0	f0f000	f09000	ffff00	ffff00	200000	f0f00000	f0900000	10	PCH007	11	27	37	B	P	K3KL3L30CM-BGCT000-POB9AH	PCH0079X52	T090PR0	MAGEPICU	m805	2															
2	R	6	N	0	9	x0900AA2028003999	-23:0	63.34	NRT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	PCH005	17	42	64	B	P	K3KL3L30CM-BGCT000-POB9AH	PCH0079X52	T090PR0	MAGEPICU	m805	2															
3	R	6	N	0	9	x0890796038003999	-25:0	72.18	NRT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	PCH007	11	30	36	B	P	K3KL3L30CM-BGCT000-POB9AH	PCH0079X52	T090PR0	MAGEPICU	m805	2															
4	R	6	N	300	9	x09009E2028003999	-23:0	62.65	NRT	300	306	312	300	306	312	310	314	316	318	320	322	324	369	301	307	40	40	40	40	40	4000	0	10	PCH005	17	39	64	B	P	K3KL3L30CM-BGCT000-POB9AH	PCH0079X52	T090PR0	MAGEPICU	m805	2															
1	R	6	N	3213	10	x08C4A0C038003999	-23:0	74.77	NRT	3213	3213	3229	3229	3243	3326	3326	4217	4217	4219	4219	4230	4230	4317	4317	4318	200000	200000	200000	200000	200000	20000000	20000000	10	PCH007	6	40	49	B	P	K3KL3L30CM-BGCT000-POB9AH	PCH0079X52	T090PR0	MAGEPICU	m805	2															
2	R	6	N	0	10	x08F46CE028003999	-24:0	69.46	NRT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	PCH005	7	27	61	B	P	K3KL3L30CM-BGCT000-POB9AH	PCH0079X52	T090PR0	MAGEPICU	m805	2															
3	R	6	N	0	10	x08D078C038003999	-22:0	72.27	NRT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	PCH007	6	30	52	B	P	K3KL3L30CM-BGCT000-POB9AH	PCH0079X52	T090PR0	MAGEPICU	m805	2															
4	R	6	N	0	10	x08D848E028003999	-26:0	70.79	NRT	1374	1074	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8000	8000	0	0	0	800000	0	10	PCH005	7	18	54	B	P	K3KL3L30CM-BGCT000-POB9AH	PCH0079X52	T090PR0	MAGEPICU	m805	2															
1	R	6	N	0	11	x089C610038003999	-27:0	70.66	NRT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	PCH007	8	24	39	B	P	K3KL3L30CM-BGCT000-POB9AH	PCH0079X52	T090PR0	MAGEPICU	m805	2															
2	R	6	N	0	11	x08B4AD8028003999	-26:0	70.79	NRT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	PCH005	12	43	45	B	P	K3KL3L30CM-BGCT000-POB9AH	PCH0079X52	T090PR0	MAGEPICU	m805	2															
3	R	6	N	1337	11	x089C690038003999	-24:0	71.81	NRT	1337	1074	4908	4906	0	0	0	0	0	0	0	0	0	0	0	0	ff00	ff00	0	0	0	00ff0000	0	10	PCH007	8	26	39	B	P	K3KL3L30CM-BGCT000-POB9AH	PCH0079X52	T090PR0	MAGEPICU	m805	2															
4	R	6	N	0	11	x08B0BD8028003999	-25:0	71.41	NRT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	PCH005	12	47	44	B	P	K3KL3L30CM-BGCT000-POB9AH	PCH0079X52	T090PR0	MAGEPICU	m805	2															
1	R	6	N	0	12	x08E0550038003999	-22:0	68.34	NRT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	PCH007	8	21	56	B	P	K3KL3L30CM-BGCT000-POB9AH	PCH0079X52	T090PR0	MAGEPICU	m805	2															
2	R	6	N	0	12	x08989D8028003999	-30:0	71.55	NRT	0	0	4284	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1000	0	0	0	0	10	PCH005	12	39	38	B	P	K3KL3L30CM-BGCT000-POB9AH	PCH0079X52	T090PR0	MAGEPICU	m805	2															
3	R	6	N	0	12	x08D4510038003999	-25:0	67.89	NRT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	PCH007	8	20	53	B	P	K3KL3L30CM-BGCT000-POB9AH	PCH0079X52	T090PR0	MAGEPICU	m805	2															
4	R	6	N	1083	12	x0898658028003999	-28:0	72.09	NRT	1083	0	4284	0	0	0	0	0	0	0	0	0	0	0	0	0	ff0000	0	1000	0	0	ff000000	0	10	PCH005	12	25	38	B	P	K3KL3L30CM-BGCT000-POB9AH	PCH0079X52	T090PR0	MAGEPICU	m805	2															
1	R	6	N	3301	13	x08E4C0C038003999	-20:0	75.61	NRT	3301	3561	3561	3566	3293	3293	3386	3386	3387	3387	4217	4217	4219	4219	4226	4226	c01000	3a00	bf00	e00	c00000	0	c0100000	10	PCH007	6	48	57	B	P	K3KL3L30CM-BGCT000-POB9AH	PCH0079X52	T090PR0	MAGEPICU	m805	2															
2	R	6	N	0	13	x08888CE028003999	-25:0	70.49	NRT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	PCH005	7	35	34	B	P	K3KL3L30CM-BGCT000-POB9AH	PCH0079X52	T090PR0	MAGEPICU	m805	2															
3	R	6	N	0	13	x08E4B8C038003999	-22:0	74.14	NRT	4217	4217	4219	4219	4230	4284	4317	4317	4318	4359	4359	2301	0	0	0	0	f0f000	f0f000	fff700	ffff00	9000	f0f00000	f0f00000	10	PCH007	6	46	57	B	P	K3KL3L30CM-BGCT000-POB9AH	PCH0079X52	T090PR0	MAGEPICU	m805	2															
4	R	6	N	0	13	x088894E028003999	-25:0	70.57	NRT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	PCH005	7	37	34	B	P	K3KL3L30CM-BGCT000-POB9AH	PCH0079X52	T090PR0	MAGEPICU	m805	2															
1	R	6	N	1337	14	x08D050A038003999	-21:0	71.63	NRT	1337	1374	1074	0	0	0	0	0	0	0	0	0	0	0	0	0	ff00	ff00	ff00	0	0	00ff0000	0	10	PCH007	5	20	52	B	P	K3KL3L30CM-BGCT000-POB9AH	PCH0079X52	T090PR0	MAGEPICU	m805	2															
2	R	6	N	0	14	x08F09CE028003999	-26:0	67.81	NRT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	PCH005	7	39	60	B	P	K3KL3L30CM-BGCT000-POB9AH	PCH0079X52	T090PR0	MAGEPICU	m805	2															
3	R	6	N	0	14	x08C44CA038003999	-22:0	72.54	NRT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	PCH007	5	19	49	B	P	K3KL3L30CM-BGCT000-POB9AH	PCH0079X52	T090PR0	MAGEPICU	m805	2															
4	R	6	N	0	14	x08E460E028003999	-27:0	70.97	NRT	0	0	855	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	PCH005	7	24	57	B	P	K3KL3L30CM-BGCT000-POB9AH	PCH0079X52	T090PR0	MAGEPICU	m805	2															
1	R	6	N	0	15	x08D4CD6038003999	-21:0	70.05	NRT	0	0	4284	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1c00	0	0	0	0	10	PCH007	11	51	53	B	P	K3KL3L30CM-BGCT000-POB9AH	PCH0079X52	T090PR0	MAGEPICU	m805	2															
2	R	6	N	1374	15	x08C8664028003999	-25:0	65.33	NRT	1374	1074	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8000	c000	0	0	0	800000	0	10	PCH005	18	25	50	B	P	K3KL3L30CM-BGCT000-POB9AH	PCH0079X52	T090PR0	MAGEPICU	m805	2															
3	R	6	N	0	15	x08E4C56038003999	-21:0	68.26	NRT	0	0	4284	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1c00	0	0	0	0	10	PCH007	11	49	57	B	P	K3KL3L30CM-BGCT000-POB9AH	PCH0079X52	T090PR0	MAGEPICU	m805	2															
4	R	6	N	0	15	x08AC864028003999	-26:0	63.38	NRT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	PCH005	18	33	43	B	P	K3KL3L30CM-BGCT000-POB9AH	PCH0079X52	T090PR0	MAGEPICU	m805	2															
1	R	6	N	0	16	x08DC554028003999	-25:0	66.12	NRT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	PCH005	10	21	55	B	P	K3KL3L30CM-BGCT000-POB9AH	PCH0079X52	T090PR0	MAGEPICU	m805	2															
2	R	6	N	2301	16	x08DCB6C028003999	-24:0	68.91	NRT	2301	0	4284	0	0	0	0	0	0	0	0	0	0	0	0	0	c03000	0	8000	0	0	c0300000	0	10	PCH005	22	45	55	B	P	K3KL3L30CM-BGCT000-POB9AH	PCH0079X52	T090PR0	MAGEPICU	m805	2															
3	R	6	N	0	16	x08D8514028003999	-24:0	64.59	NRT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	PCH005	10	20	54	B	P	K3KL3L30CM-BGCT000-POB9AH	PCH0079X52	T090PR0	MAGEPICU	m805	2															
4	R	6	N	0	16	x08A48AC028003999	-29:0	70.4	NRT	0	0	4284	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8000	0	0	0	0	10	PCH005	22	34	41	B	P	K3KL3L30CM-BGCT000-POB9AH	PCH0079X52	T090PR0	MAGEPICU	m805	2															
1	R	6	N	1374	17	x08C4C0A038003999	-20:0	72.18	NRT	1374	1074	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8000	8000	0	0	0	800000	0	10	PCH007	5	48	49	B	P	K3KL3L30CM-BGCT000-POB9AH	PCH0079X52	T090PR0	MAGEPICU	m805	2															
2	R	6	N	0	17	x08C460E028003999	-25:0	67.97	NRT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	PCH005	7	24	49	B	P	K3KL3L30CM-BGCT000-POB9AH	PCH0079X52	T090PR0	MAGEPICU	m805	2															
3	R	6	N	0	17	x08D4BCA038003999	-19:0	71.91	NRT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	PCH007	5	47	53	B	P	K3KL3L30CM-BGCT000-POB9AH	PCH0079X52	T090PR0	MAGEPICU	m805	2															
4	R	6	N	0	17	x08B064E028003999	-24:0	67.17	NRT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	PCH005	7	25	44	B	P	K3KL3L30CM-BGCT000-POB9AH	PCH0079X52	T090PR0	MAGEPICU	m805	2															
1	R	6	N	0	18	x0900950038003999	-20:0	69.59	NRT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	PCH007	8	37	64	B	P	K3KL3L30CM-BGCT000-POB9AH	PCH0079X52	T090PR0	MAGEPICU	m805	2															
2	R	6	N	0	18	x08E0B98028003999	-23:0	71.14	NRT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	PCH005	12	46	56	B	P	K3KL3L30CM-BGCT000-POB9AH	PCH0079X52	T090PR0	MAGEPICU	m805	2															
3	R	6	N	0	18	x08F8AD0038003999	-23:0	71.86	NRT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	PCH007	8	43	62	B	P	K3KL3L30CM-BGCT000-POB9AH	PCH0079X52	T090PR0	MAGEPICU	m805	2															
4	R	6	N	2301	18	x08E0598028003999	-26:0	70.01	NRT	2301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1000	0	0	0	0	100000	0	10	PCH005	12	22	56	B	P	K3KL3L30CM-BGCT000-POB9AH	PCH0079X52	T090PR0	MAGEPICU	m805	2															
1	R	6	N	1083	19	x08E4B94028003999	-23:0	66.98	NRT	1083	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ff0000	0	0	0	0	ff000000	0	10	PCH005	10	46	57	B	P	K3KL3L30CM-BGCT000-POB9AH	PCH0079X52	T090PR0	MAGEPICU	m805	2															
2	R	6	N	0	19	x08B8AAC028003999	-27:0	71.06	NRT	0	0	4284	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8000	0	0	0	0	10	PCH005	22	42	46	B	P	K3KL3L30CM-BGCT000-POB9AH	PCH0079X52	T090PR0	MAGEPICU	m805	2															
3	R	6	N	0	19	x08E4B54028003999	-23:0	66.16	NRT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	PCH005	10	45	57	B	P	K3KL3L30CM-BGCT000-POB9AH	PCH0079X52	T090PR0	MAGEPICU	m805	2															
4	R	6	N	0	19	x08C4AAC028003999	-29:0	70.57	NRT	0	0	4284	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8000	0	0	0	0	10	PCH005	22	42	49	B	P	K3KL3L30CM-BGCT000-POB9AH	PCH0079X52	T090PR0	MAGEPICU	m805	2															
1	R	6	N	4217	20	x08C848C038003999	-21:0	74.05	NRT	4217	4217	4219	4219	4230	4230	4359	4359	0	0	0	0	0	0	0	0	f000	f000	f0f900	f0f900	f000	00f00000	00f00000	10	PCH007	6	18	50	B	P	K3KL3L30CM-BGCT000-POB9AH	PCH0079X52	T090PR0	MAGEPICU	m805	2															
2	R	6	N	0	20	x08A4CCE028003999	-23:0	68.91	NRT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	PCH005	7	51	41	B	P	K3KL3L30CM-BGCT000-POB9AH	PCH0079X52	T090PR0	MAGEPICU	m805	2															
3	R	6	N	4217	20	x08BC48C038003999	-20:0	75.42	NRT	4217	4217	4219	4219	4226	4226	4230	4230	4245	4245	4248	4248	4290	4290	4291	4291	ffff00	ffff00	ffff00	ffff00	f0f000	ffff0000	ffff0000	10	PCH007	6	18	47	B	P	K3KL3L30CM-BGCT000-POB9AH	PCH0079X52	T090PR0	MAGEPICU	m805	2															
4	R	6	N	0	20	x08B4D4E028003999	-32:0	69.59	NRT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	PCH005	7	53	45	B	P	K3KL3L30CM-BGCT000-POB9AH	PCH0079X52	T090PR0	MAGEPICU	m805	2															
1	R	6	N	0	21	x08C0A56038003999	-22:0	68.09	NRT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	PCH007	11	41	48	B	P	K3KL3L30CM-BGCT000-POB9AH	PCH0079X52	T090PR0	MAGEPICU	m805	2															
2	R	6	N	300	21	x08849DA028003999	-25:0	70.88	NRT	300	306	300	306	310	322	369	301	307	311	323	327	339	339	367	271	4	4	4	4	4	400	0	10	PCH005	13	39	33	B	P	K3KL3L30CM-BGCT000-POB9AH	PCH0079X52	T090PR0	MAGEPICU	m805	2															
3	R	6	N	0	21	x08CC996038003999	-26:0	65.44	NRT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	PCH007	11	38	51	B	P	K3KL3L30CM-BGCT000-POB9AH	PCH0079X52	T090PR0	MAGEPICU	m805	2															
4	R	6	N	0	21	x088CB5A028003999	-23:0	70.36	NRT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	PCH005	13	45	35	B	P	K3KL3L30CM-BGCT000-POB9AH	PCH0079X52	T090PR0	MAGEPICU	m805	2															
1	R	6	N	1326	22	x08E4550038003999	-22:0	69.08	NRT	1326	1330	1333	1352	1353	1378	1384	1429	1430	1033	1051	1053	1057	1058	1078	1084	be00	9600	9.00E+00	3800	fe00	00be0000	0	10	PCH007	8	21	57	B	P	K3KL3L30CM-BGCT000-POB9AH	PCH0079X52	T090PR0	MAGEPICU	m805	2															
