DO	FU	HB	CB	NB	DU	SG	HTEMP	tPD	V185	V186	V187	V188	V189	V190	V191	V192	V193	V194	V195	V196	V197	V198	V199	V200	V201	V202	V203	V204	V205	V206	V207	V208	cycle	run	wf	x	y	mask	line	part	lot	step	test_model	tester	test	V209	V210	V211	V212	V213	V214	V215	V216	V217	V218	V219	V220	V221	V222	V223
3	R	6	N	0	105	x08D84D0038003999	-19:0	67.93	NRT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	PCH007	8	19	54	B	P	K3KL3L30CM-BGCT000-POB9AH	PCH0079X52	T090PR0	MAGEPICU	m805	1															
4	R	6	N	0	105	x08C8C58028003999	-24:0	71.32	NRT	0	0	4284	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4000	0	0	0	0	9	PCH005	12	49	50	B	P	K3KL3L30CM-BGCT000-POB9AH	PCH0079X52	T090PR0	MAGEPICU	m805	1															
1	R	6	N	3561	106	x0898BD0038003999	-18:0	72.18	NRT	3561	3561	3566	4284	1374	1074	0	0	0	0	0	0	0	0	0	0	80000	c0000	c0000	a400	8000	8000000	0c000000	9	PCH007	8	47	38	B	P	K3KL3L30CM-BGCT000-POB9AH	PCH0079X52	T090PR0	MAGEPICU	m805	1															
2	R	6	N	0	106	x08D0458028003999	-21:0	69.76	NRT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	PCH005	12	17	52	B	P	K3KL3L30CM-BGCT000-POB9AH	PCH0079X52	T090PR0	MAGEPICU	m805	1															
3	R	6	N	0	106	x08A0C50038003999	-22:0	72.09	NRT	0	0	4284	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	a400	0	0	0	0	9	PCH007	8	49	40	B	P	K3KL3L30CM-BGCT000-POB9AH	PCH0079X52	T090PR0	MAGEPICU	m805	1															
4	R	6	N	0	106	x08CC4D8028003999	-21:0	69.25	NRT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	PCH005	12	19	51	B	P	K3KL3L30CM-BGCT000-POB9AH	PCH0079X52	T090PR0	MAGEPICU	m805	1															
1	R	6	N	0	107	x08C0A56038003999	-16:0	67.69	NRT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	PCH007	11	41	48	B	P	K3KL3L30CM-BGCT000-POB9AH	PCH0079X52	T090PR0	MAGEPICU	m805	1															
2	R	6	N	300	107	x08849DA028003999	-18:0	70.53	NRT	300	306	300	306	310	322	369	301	307	311	323	327	339	339	367	271	4	4	4	4	4	400	0	9	PCH005	13	39	33	B	P	K3KL3L30CM-BGCT000-POB9AH	PCH0079X52	T090PR0	MAGEPICU	m805	1															
3	R	6	N	0	107	x08CC996038003999	-20:0	65.07	NRT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	PCH007	11	38	51	B	P	K3KL3L30CM-BGCT000-POB9AH	PCH0079X52	T090PR0	MAGEPICU	m805	1															
4	R	6	N	0	107	x088CB5A028003999	-17:0	69.93	NRT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	PCH005	13	45	35	B	P	K3KL3L30CM-BGCT000-POB9AH	PCH0079X52	T090PR0	MAGEPICU	m805	1															
1	R	6	N	0	108	x0888798038003999	-18:0	72.13	NRT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	PCH007	12	30	34	B	P	K3KL3L30CM-BGCT000-POB9AH	PCH0079X52	T090PR0	MAGEPICU	m805	1															
2	R	6	N	3070	108	x08F06A4028003999	-17:0	64.89	NRT	3070	3073	3073	3088	3088	3089	3089	3090	3090	3091	3091	3108	3108	3111	3111	3114	200000	200000	200000	200000	200000	20000000	0	9	PCH005	18	26	60	B	P	K3KL3L30CM-BGCT000-POB9AH	PCH0079X52	T090PR0	MAGEPICU	m805	1															
3	R	6	N	0	108	x08888D8038003999	-19:0	70.7	NRT	1374	1074	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8000	8000	0	0	0	800000	0	9	PCH007	12	35	34	B	P	K3KL3L30CM-BGCT000-POB9AH	PCH0079X52	T090PR0	MAGEPICU	m805	1															
4	R	6	N	0	108	x08F0624028003999	-18:0	64.96	NRT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	PCH005	18	24	60	B	P	K3KL3L30CM-BGCT000-POB9AH	PCH0079X52	T090PR0	MAGEPICU	m805	1															
1	R	6	N	0	109	x08BC5D6038003999	-20:0	69.12	NRT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	PCH007	11	23	47	B	P	K3KL3L30CM-BGCT000-POB9AH	PCH0079X52	T090PR0	MAGEPICU	m805	1															
2	R	6	N	4202	109	x08CCDA0028003999	-20:0	77.09	NRT	4202	4202	4203	4217	4217	4219	4219	4226	4226	4228	4228	4230	4230	4231	4237	4237	f01000	f00000	f0f000	ffff00	ffff00	f0100000	f0000000	9	PCH005	16	54	51	B	P	K3KL3L30CM-BGCT000-POB9AH	PCH0079X52	T090PR0	MAGEPICU	m805	1															
3	R	6	N	0	109	x08B4616038003999	-21:0	70.84	NRT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	PCH007	11	24	45	B	P	K3KL3L30CM-BGCT000-POB9AH	PCH0079X52	T090PR0	MAGEPICU	m805	1															
4	R	6	N	0	109	x08E0D20028003999	-21:0	75.92	NRT	4217	4217	4219	4219	4226	4226	4230	4230	4245	4245	4248	4248	4280	4280	4290	4290	ffff00	ffff00	ffff00	ffff00	f06000	ffff0000	ffff0000	9	PCH005	16	52	56	B	P	K3KL3L30CM-BGCT000-POB9AH	PCH0079X52	T090PR0	MAGEPICU	m805	1															
1	R	2	G	0	110	x08A0558038003999	-21:0	72	NRT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	PCH007	12	21	40	B	P	K3KL3L30CM-BGCT000-POB9AH	PCH0079X52	T090PR0	MAGEPICU	m805	1															
2	R	2	G	0	110	x08E4C64028003999	-20:0	64.92	NRT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	PCH005	18	49	57	B	P	K3KL3L30CM-BGCT000-POB9AH	PCH0079X52	T090PR0	MAGEPICU	m805	1															
3	R	2	G	0	110	x0898618038003999	-20:0	70.7	NRT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	PCH007	12	24	38	B	P	K3KL3L30CM-BGCT000-POB9AH	PCH0079X52	T090PR0	MAGEPICU	m805	1															
4	R	2	G	0	110	x08ECBE4028003999	-22:0	65.37	NRT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	PCH005	18	47	59	B	P	K3KL3L30CM-BGCT000-POB9AH	PCH0079X52	T090PR0	MAGEPICU	m805	1															
1	R	2	G	0	111	x08B4A90038003999	-17:0	69.93	NRT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	PCH007	8	42	45	B	P	K3KL3L30CM-BGCT000-POB9AH	PCH0079X52	T090PR0	MAGEPICU	m805	1															
2	R	2	G	0	111	x089C516028003999	-19:0	71.06	NRT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	PCH005	11	20	39	B	P	K3KL3L30CM-BGCT000-POB9AH	PCH0079X52	T090PR0	MAGEPICU	m805	1															
3	R	2	G	0	111	x08C4A50038003999	-19:0	69.21	NRT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	PCH007	8	41	49	B	P	K3KL3L30CM-BGCT000-POB9AH	PCH0079X52	T090PR0	MAGEPICU	m805	1															
4	R	2	G	0	111	x0894596028003999	-21:0	71.81	NRT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	PCH005	11	22	37	B	P	K3KL3L30CM-BGCT000-POB9AH	PCH0079X52	T090PR0	MAGEPICU	m805	1															
1	R	6	N	0	112	x08F065A038003999	-14:0	71.46	NRT	0	0	4284	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00E+00	0	0	0	0	9	PCH007	13	25	60	B	P	K3KL3L30CM-BGCT000-POB9AH	PCH0079X52	T090PR0	MAGEPICU	m805	1															
2	R	6	N	0	112	x08ECBA6028003999	-18:0	64.81	NRT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	PCH005	19	46	59	B	P	K3KL3L30CM-BGCT000-POB9AH	PCH0079X52	T090PR0	MAGEPICU	m805	1															
3	R	6	N	1337	112	x08D449A038003999	-15:0	71.28	NRT	1337	1374	4284	1074	0	0	0	0	0	0	0	0	0	0	0	0	ff00	ff00	1.00E+00	ff00	0	00ff0000	0	9	PCH007	13	18	53	B	P	K3KL3L30CM-BGCT000-POB9AH	PCH0079X52	T090PR0	MAGEPICU	m805	1															
4	R	6	N	0	112	x08F0B26028003999	-17:0	63.76	NRT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	PCH005	19	44	60	B	P	K3KL3L30CM-BGCT000-POB9AH	PCH0079X52	T090PR0	MAGEPICU	m805	1															
1	R	2	G	0	113	x08F4A1A038003999	-20:0	70.97	NRT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	PCH007	13	40	61	B	P	K3KL3L30CM-BGCT000-POB9AH	PCH0079X52	T090PR0	MAGEPICU	m805	1															
2	R	2	G	0	113	x088CAE6028003999	-25:0	65.22	NRT	0	0	4284	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4000	0	0	0	0	9	PCH005	19	43	35	B	P	K3KL3L30CM-BGCT000-POB9AH	PCH0079X52	T090PR0	MAGEPICU	m805	1															
3	R	2	G	0	113	x090079A038003999	-20:0	68.87	NRT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	PCH007	13	30	64	B	P	K3KL3L30CM-BGCT000-POB9AH	PCH0079X52	T090PR0	MAGEPICU	m805	1															
4	R	2	G	0	113	x0894BA6028003999	-24:0	65.63	NRT	0	0	4284	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4000	0	0	0	0	9	PCH005	19	46	37	B	P	K3KL3L30CM-BGCT000-POB9AH	PCH0079X52	T090PR0	MAGEPICU	m805	1															
1	R	6	N	0	114	x08CCCD0038003999	-16:0	70.4	NRT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	PCH007	8	51	51	B	P	K3KL3L30CM-BGCT000-POB9AH	PCH0079X52	T090PR0	MAGEPICU	m805	1															
2	R	6	N	3086	114	x08BC4D8028003999	-22:0	70.23	NRT	3086	3087	3087	3088	3088	3089	3089	3090	3090	3091	3091	3092	3092	3093	3093	3094	ffff00	ffff00	ffff00	ffff00	ffff00	0	ffff0000	9	PCH005	12	19	47	B	P	K3KL3L30CM-BGCT000-POB9AH	PCH0079X52	T090PR0	MAGEPICU	m805	1															
3	R	6	N	0	114	x08F0850038003999	-18:0	66.47	NRT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	PCH007	8	33	60	B	P	K3KL3L30CM-BGCT000-POB9AH	PCH0079X52	T090PR0	MAGEPICU	m805	1															
4	R	6	N	0	114	x08B4418028003999	-20:0	70.53	NRT	3092	3092	3093	3093	3094	3094	3095	3095	3096	3096	3097	3097	3098	3098	3099	3099	ffff00	ffff00	ffff00	ffff00	ffff00	ffff0000	ffff0000	9	PCH005	12	16	45	B	P	K3KL3L30CM-BGCT000-POB9AH	PCH0079X52	T090PR0	MAGEPICU	m805	1															
1	R	2	G	0	115	x08F0B90038003999	-16:0	71.91	NRT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	PCH007	8	46	60	B	P	K3KL3L30CM-BGCT000-POB9AH	PCH0079X52	T090PR0	MAGEPICU	m805	1															
2	R	2	G	0	115	x08CCC58028003999	-20:0	69.08	NRT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	PCH005	12	49	51	B	P	K3KL3L30CM-BGCT000-POB9AH	PCH0079X52	T090PR0	MAGEPICU	m805	1															
3	R	2	G	0	115	x08FC7D0038003999	-15:0	69.42	NRT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	PCH007	8	31	63	B	P	K3KL3L30CM-BGCT000-POB9AH	PCH0079X52	T090PR0	MAGEPICU	m805	1															
4	R	2	G	0	115	x08CCCD8028003999	-16:0	71.32	NRT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	PCH005	12	51	51	B	P	K3KL3L30CM-BGCT000-POB9AH	PCH0079X52	T090PR0	MAGEPICU	m805	1															
1	R	2	G	0	116	x089081A038003999	-13:0	71.14	NRT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	PCH007	13	32	36	B	P	K3KL3L30CM-BGCT000-POB9AH	PCH0079X52	T090PR0	MAGEPICU	m805	1															
2	R	2	G	0	116	x08E08A6028003999	-17:0	62.14	NRT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	PCH005	19	34	56	B	P	K3KL3L30CM-BGCT000-POB9AH	PCH0079X52	T090PR0	MAGEPICU	m805	1															
3	R	2	G	0	116	x08908DA038003999	-15:0	70.1	NRT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	PCH007	13	35	36	B	P	K3KL3L30CM-BGCT000-POB9AH	PCH0079X52	T090PR0	MAGEPICU	m805	1															
4	R	2	G	0	116	x08A8766028003999	-20:0	66.82	NRT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	PCH005	19	29	42	B	P	K3KL3L30CM-BGCT000-POB9AH	PCH0079X52	T090PR0	MAGEPICU	m805	1															
1	R	6	N	0	117	x08D4CD6038003999	-19:0	70.01	NRT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	PCH007	11	51	53	B	P	K3KL3L30CM-BGCT000-POB9AH	PCH0079X52	T090PR0	MAGEPICU	m805	1															
2	R	6	N	1337	117	x08C8664028003999	-23:0	65.29	NRT	1337	1374	1074	1083	0	0	0	0	0	0	0	0	0	0	0	0	ff00	c000	c000	4000	0	00ff0000	0	9	PCH005	18	25	50	B	P	K3KL3L30CM-BGCT000-POB9AH	PCH0079X52	T090PR0	MAGEPICU	m805	1															
3	R	6	N	0	117	x08E4C56038003999	-19:0	68.22	NRT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	PCH007	11	49	57	B	P	K3KL3L30CM-BGCT000-POB9AH	PCH0079X52	T090PR0	MAGEPICU	m805	1															
4	R	6	N	0	117	x08AC864028003999	-24:0	63.31	NRT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	PCH005	18	33	43	B	P	K3KL3L30CM-BGCT000-POB9AH	PCH0079X52	T090PR0	MAGEPICU	m805	1															
1	R	6	N	1337	118	x08D050A038003999	-16:0	71.28	NRT	1337	1074	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ff00	ff00	0	0	0	00ff0000	0	9	PCH007	5	20	52	B	P	K3KL3L30CM-BGCT000-POB9AH	PCH0079X52	T090PR0	MAGEPICU	m805	1															
2	R	6	N	0	118	x08F09CE028003999	-21:0	67.41	NRT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	PCH005	7	39	60	B	P	K3KL3L30CM-BGCT000-POB9AH	PCH0079X52	T090PR0	MAGEPICU	m805	1															
3	R	6	N	0	118	x08C44CA038003999	-16:0	72.18	NRT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	PCH007	5	19	49	B	P	K3KL3L30CM-BGCT000-POB9AH	PCH0079X52	T090PR0	MAGEPICU	m805	1															
4	R	6	N	0	118	x08E460E028003999	-22:0	70.53	NRT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	PCH005	7	24	57	B	P	K3KL3L30CM-BGCT000-POB9AH	PCH0079X52	T090PR0	MAGEPICU	m805	1															
1	R	6	N	0	119	x08886DA038003999	-21:0	70.49	NRT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	PCH007	13	27	34	B	P	K3KL3L30CM-BGCT000-POB9AH	PCH0079X52	T090PR0	MAGEPICU	m805	1															
2	R	6	N	0	119	x08A0CA6028003999	-22:0	65.33	NRT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	PCH005	19	50	40	B	P	K3KL3L30CM-BGCT000-POB9AH	PCH0079X52	T090PR0	MAGEPICU	m805	1															
3	R	6	N	300	119	x088475A038003999	-20:0	72	NRT	300	306	300	306	310	322	369	301	307	311	323	327	339	339	367	271	8	8	8	8	8	800	0	9	PCH007	13	29	33	B	P	K3KL3L30CM-BGCT000-POB9AH	PCH0079X52	T090PR0	MAGEPICU	m805	1															
4	R	6	N	0	119	x08B0D26028003999	-24:0	63.84	NRT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	PCH005	19	52	44	B	P	K3KL3L30CM-BGCT000-POB9AH	PCH0079X52	T090PR0	MAGEPICU	m805	1															
1	R	6	N	0	120	x08A88D6038003999	-18:0	70.18	NRT	0	0	4284	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1000	0	0	0	0	9	PCH007	11	35	42	B	P	K3KL3L30CM-BGCT000-POB9AH	PCH0079X52	T090PR0	MAGEPICU	m805	1															
2	R	6	N	0	120	x08D049E028003999	-20:0	74.05	NRT	4202	4203	4203	4217	4217	4219	4219	4226	4226	4228	4228	4230	4230	4237	4237	4245	7000	1000	f000	ffff00	ffff00	0	700000	9	PCH005	15	18	52	B	P	K3KL3L30CM-BGCT000-POB9AH	PCH0079X52	T090PR0	MAGEPICU	m805	1															
3	R	6	N	0	120	x08C0B56038003999	-17:0	68.3	NRT	0	0	4284	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1000	0	0	0	0	9	PCH007	11	45	48	B	P	K3KL3L30CM-BGCT000-POB9AH	PCH0079X52	T090PR0	MAGEPICU	m805	1															
4	R	6	N	4202	120	x089CC5E028003999	-16:0	73.81	NRT	4202	4202	4203	4203	4217	4217	4219	4219	4226	4226	4228	4228	4230	4230	4237	4237	30f000	8000	f0f000	f000	ffff00	30f00000	800000	9	PCH005	15	49	39	B	P	K3KL3L30CM-BGCT000-POB9AH	PCH0079X52	T090PR0	MAGEPICU	m805	1															
1	R	6	N	0	121	x08DC554028003999	-23:0	66.12	NRT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	PCH005	10	21	55	B	P	K3KL3L30CM-BGCT000-POB9AH	PCH0079X52	T090PR0	MAGEPICU	m805	1															
2	R	6	N	2301	121	x08DCB6C028003999	-22:0	68.83	NRT	2301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3000	0	0	0	0	300000	0	9	PCH005	22	45	55	B	P	K3KL3L30CM-BGCT000-POB9AH	PCH0079X52	T090PR0	MAGEPICU	m805	1															
3	R	6	N	0	121	x08D8514028003999	-22:0	64.56	NRT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	PCH005	10	20	54	B	P	K3KL3L30CM-BGCT000-POB9AH	PCH0079X52	T090PR0	MAGEPICU	m805	1															
4	R	6	N	0	121	x08A48AC028003999	-26:0	70.31	NRT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	PCH005	22	34	41	B	P	K3KL3L30CM-BGCT000-POB9AH	PCH0079X52	T090PR0	MAGEPICU	m805	1															
1	R	6	N	0	122	x08B44DA038003999	-17:0	72.18	NRT	1074	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8000	0	0	0	0	800000	0	9	PCH007	13	19	45	B	P	K3KL3L30CM-BGCT000-POB9AH	PCH0079X52	T090PR0	MAGEPICU	m805	1															
2	R	6	N	0	122	x08C4BA6028003999	-21:0	65.44	NRT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	PCH005	19	46	49	B	P	K3KL3L30CM-BGCT000-POB9AH	PCH0079X52	T090PR0	MAGEPICU	m805	1															
3	R	6	N	3026	122	x089075A038003999	-18:0	70.23	NRT	3026	3030	3033	3037	3042	3045	3052	3053	3069	3070	3072	3073	3082	3084	3085	3088	800000	800000	800000	800000	800000	0	80000000	9	PCH007	13	29	36	B	P	K3KL3L30CM-BGCT000-POB9AH	PCH0079X52	T090PR0	MAGEPICU	m805	1															
4	R	6	N	0	122	x08E09A6028003999	-20:0	63.17	NRT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	PCH005	19	38	56	B	P	K3KL3L30CM-BGCT000-POB9AH	PCH0079X52	T090PR0	MAGEPICU	m805	1															
1	R	6	N	0	123	x08D451A038003999	-19:0	72.31	NRT	0	0	4284	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	b000	0	0	0	0	9	PCH007	13	20	53	B	P	K3KL3L30CM-BGCT000-POB9AH	PCH0079X52	T090PR0	MAGEPICU	m805	1															
2	R	6	N	0	123	x08CCB26028003999	-22:0	64.34	NRT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	PCH005	19	44	51	B	P	K3KL3L30CM-BGCT000-POB9AH	PCH0079X52	T090PR0	MAGEPICU	m805	1															
3	R	6	N	1083	123	x08C84DA038003999	-18:0	70.05	NRT	1083	0	4284	0	0	0	0	0	0	0	0	0	0	0	0	0	ff0000	0	b000	0	0	ff000000	0	9	PCH007	13	19	50	B	P	K3KL3L30CM-BGCT000-POB9AH	PCH0079X52	T090PR0	MAGEPICU	m805	1															
4	R	6	N	0	123	x08D4A66028003999	-21:0	64.85	NRT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	PCH005	19	41	53	B	P	K3KL3L30CM-BGCT000-POB9AH	PCH0079X52	T090PR0	MAGEPICU	m805	1															
1	R	6	N	0	124	x08D0596038003999	-18:0	70.4	NRT	0	0	4906	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	PCH007	11	22	52	B	P	K3KL3L30CM-BGCT000-POB9AH	PCH0079X52	T090PR0	MAGEPICU	m805	1															
2	R	6	N	312	124	x08A0C22028003999	-20:0	63.98	NRT	312	3154	3156	3156	3157	3157	3158	3158	3159	3159	3160	3160	3170	3200	3200	3201	800	800	800	800	800	80000	0	9	PCH005	17	48	40	B	P	K3KL3L30CM-BGCT000-POB9AH	PCH0079X52	T090PR0	MAGEPICU	m805	1															
3	R	6	N	0	124	x08C8556038003999	-17:0	70.4	NRT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	PCH007	11	21	50	B	P	K3KL3L30CM-BGCT000-POB9AH	PCH0079X52	T090PR0	MAGEPICU	m805	1															
4	R	6	N	0	124	x08A0562028003999	-23:0	65.29	NRT	4007	4042	853	854	855	876	891	892	893	894	927	0	0	0	0	0	1000	1000	0	0	0	0	100000	9	PCH005	17	21	40	B	P	K3KL3L30CM-BGCT000-POB9AH	PCH0079X52	T090PR0	MAGEPICU	m805	1															
1	R	6	N	0	125	x08F8A56038003999	-20:0	69.76	NRT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	PCH007	11	41	62	B	P	K3KL3L30CM-BGCT000-POB9AH	PCH0079X52	T090PR0	MAGEPICU	m805	1															
2	R	6	N	0	125	x08D85A4028003999	-24:0	64.41	NRT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	PCH005	18	22	54	B	P	K3KL3L30CM-BGCT000-POB9AH	PCH0079X52	T090PR0	MAGEPICU	m805	1															
3	R	6	N	0	125	x08FC996038003999	-24:0	71.46	NRT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	PCH007	11	38	63	B	P	K3KL3L30CM-BGCT000-POB9AH	PCH0079X52	T090PR0	MAGEPICU	m805	1															
4	R	6	N	1374	125	x08D05A4028003999	-24:0	65.9	NRT	1374	1074	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8000	8000	0	0	0	800000	0	9	PCH005	18	22	52	B	P	K3KL3L30CM-BGCT000-POB9AH	PCH0079X52	T090PR0	MAGEPICU	m805	1															
1	R	6	N	3301	126	x08E4C0C038003999	-18:0	75.46	NRT	3301	3301	3561	3561	3566	3566	3293	3293	3306	3307	3386	3386	3387	3387	4217	4217	c00000	c0f400	3a00	bf00	800	c0000000	c0f40000	9	PCH007	6	48	57	B	P	K3KL3L30CM-BGCT000-POB9AH	PCH0079X52	T090PR0	MAGEPICU	m805	1															
2	R	6	N	0	126	x08888CE028003999	-23:0	70.31	NRT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	PCH005	7	35	34	B	P	K3KL3L30CM-BGCT000-POB9AH	PCH0079X52	T090PR0	MAGEPICU	m805	1															
3	R	6	N	0	126	x08E4B8C038003999	-20:0	73.95	NRT	4217	4217	4219	4219	4230	4230	4284	4317	4317	4318	4318	4359	4359	0	0	0	f0f000	f0f000	fff300	ffff00	f0f000	f0f00000	f0f00000	9	PCH007	6	46	57	B	P	K3KL3L30CM-BGCT000-POB9AH	PCH0079X52	T090PR0	MAGEPICU	m805	1															
4	R	6	N	0	126	x088894E028003999	-23:0	70.36	NRT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	PCH005	7	37	34	B	P	K3KL3L30CM-BGCT000-POB9AH	PCH0079X52	T090PR0	MAGEPICU	m805	1															
1	R	6	N	0	127	x08DC510038003999	-24:0	70.7	NRT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	PCH007	8	20	55	B	P	K3KL3L30CM-BGCT000-POB9AH	PCH0079X52	T090PR0	MAGEPICU	m805	1															
2	R	6	N	0	127	x08A8C98028003999	-25:0	75.27	NRT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	PCH005	12	50	42	B	P	K3KL3L30CM-BGCT000-POB9AH	PCH0079X52	T090PR0	MAGEPICU	m805	1															
3	R	6	N	0	127	x08D44D0038003999	-22:0	68.3	NRT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	PCH007	8	19	53	B	P	K3KL3L30CM-BGCT000-POB9AH	PCH0079X52	T090PR0	MAGEPICU	m805	1															
4	R	6	N	2301	127	x08A8AD8028003999	-28:0	71.86	NRT	2301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	fcfe00	0	0	0	0	fcfe0000	0	9	PCH005	12	43	42	B	P	K3KL3L30CM-BGCT000-POB9AH	PCH0079X52	T090PR0	MAGEPICU	m805	1															
