IDX	LABEL	PC	UI	CLKT	CS0	CS1	CA	WCKT	RDQS0	RDQS1	DMI0	DMI1	DATAe	DATAo	CLK_cnt	CMD	BANK	ROW	COLA	MR_VAL	ETC	Data
2A48	-	1.00E+00	9	0	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	2706	DES	-	-	-	-	-	-
2A49	-	1.00E+00	10	0	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	2706	DES	-	-	-	-	-	-
2A4A	-	1.00E+00	11	1	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	2706	DES	-	-	-	-	-	-
2A4B	-	1.00E+00	12	1	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	2706	DES	-	-	-	-	-	-
2A4C	-	1.00E+00	13	0	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	2707	DES	-	-	-	-	-	-
2A4D	-	1.00E+00	14	0	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	2707	DES	-	-	-	-	-	-
2A4E	-	1.00E+00	15	1	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	2707	DES	-	-	-	-	-	-
2A4F	-	1.00E+00	16	1	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	2707	DES	-	-	-	-	-	-
2A50	-	1.00E+01	1	0	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	2708	DES	-	-	-	-	-	-
2A51	-	1.00E+01	2	0	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	2708	DES	-	-	-	-	-	-
2A52	-	1.00E+01	3	1	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	2708	DES	-	-	-	-	-	-
2A53	-	1.00E+01	4	1	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	2708	DES	-	-	-	-	-	-
2A54	-	1.00E+01	5	0	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	2709	DES	-	-	-	-	-	-
2A55	-	1.00E+01	6	0	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	2709	DES	-	-	-	-	-	-
2A56	-	1.00E+01	7	1	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	2709	DES	-	-	-	-	-	-
2A57	-	1.00E+01	8	1	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	2709	DES	-	-	-	-	-	-
2A58	-	1.00E+01	9	0	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	2710	DES	-	-	-	-	-	-
2A59	-	1.00E+01	10	0	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	2710	DES	-	-	-	-	-	-
2A5A	-	1.00E+01	11	1	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	2710	DES	-	-	-	-	-	-
2A5B	-	1.00E+01	12	1	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	2710	DES	-	-	-	-	-	-
2A5C	-	1.00E+01	13	0	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	2711	DES	-	-	-	-	-	-
2A5D	-	1.00E+01	14	0	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	2711	DES	-	-	-	-	-	-
2A5E	-	1.00E+01	15	1	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	2711	DES	-	-	-	-	-	-
2A5F	-	1.00E+01	16	1	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	2711	DES	-	-	-	-	-	-
2A60	LA2	18A	1	0	1	0	0000111_	10_	00_	00_	00_	00_	0x0000	0x0000	2712	ACT-1	-	-	-	-	-	-
2A61	-	18A	2	0	1	0	0000111_	10_	00_	00_	00_	00_	0x0000	0x0000	2712	ACT-1	-	-	-	-	-	-
2A62	-	18A	3	1	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	2712	ACT-1	A0	-	-	-	-	-
2A63	-	18A	4	1	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	2712	ACT-1	A0	-	-	-	-	-
2A64	-	18A	5	0	1	0	0111011_	10_	00_	00_	00_	00_	0x0000	0x0000	2713	ACT-2	A0	-	-	-	-	-
2A65	-	18A	6	0	1	0	0111011_	10_	00_	00_	00_	00_	0x0000	0x0000	2713	ACT-2	A0	-	-	-	-	-
2A66	-	18A	7	1	0	0	1111111_	10_	00_	00_	00_	00_	0x0000	0x0000	2713	ACT-2	A0	0x3ff	-	-	-	-
2A67	-	18A	8	1	0	0	1111111_	10_	00_	00_	00_	00_	0x0000	0x0000	2713	ACT-2	A0	0x3ff	-	-	-	-
2A68	-	18A	9	0	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	2714	DES	-	-	-	-	-	-
2A69	-	18A	10	0	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	2714	DES	-	-	-	-	-	-
2A6A	-	18A	11	1	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	2714	DES	-	-	-	-	-	-
2A6B	-	18A	12	1	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	2714	DES	-	-	-	-	-	-
2A6C	-	18A	13	0	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	2715	DES	-	-	-	-	-	-
2A6D	-	18A	14	0	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	2715	DES	-	-	-	-	-	-
2A6E	-	18A	15	1	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	2715	DES	-	-	-	-	-	-
2A6F	-	18A	16	1	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	2715	DES	-	-	-	-	-	-
2A70	-	18B	1	0	1	0	0011111_	10_	00_	00_	00_	00_	0x0000	0x0000	2716	ACT-1	-	-	-	-	-	-
2A71	-	18B	2	0	1	0	0011111_	10_	00_	00_	00_	00_	0x0000	0x0000	2716	ACT-1	-	-	-	-	-	-
2A72	-	18B	3	1	0	0	1110100_	10_	00_	00_	00_	00_	0x0000	0x0000	2716	ACT-1	A1	-	-	-	-	-
2A73	-	18B	4	1	0	0	1110100_	10_	00_	00_	00_	00_	0x0000	0x0000	2716	ACT-1	A1	-	-	-	-	-
2A74	-	18B	5	0	1	0	1000011_	10_	00_	00_	00_	00_	0x0000	0x0000	2717	ACT-2	A1	-	-	-	-	-
2A75	-	18B	6	0	1	0	1000011_	10_	00_	00_	00_	00_	0x0000	0x0000	2717	ACT-2	A1	-	-	-	-	-
2A76	-	18B	7	1	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	2717	ACT-2	A1	0xfc00	-	-	-	-
2A77	-	18B	8	1	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	2717	ACT-2	A1	0xfc00	-	-	-	-
2A78	-	18B	9	0	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	2718	DES	-	-	-	-	-	-
2A79	-	18B	10	0	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	2718	DES	-	-	-	-	-	-
2A7A	-	18B	11	1	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	2718	DES	-	-	-	-	-	-
2A7B	-	18B	12	1	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	2718	DES	-	-	-	-	-	-
2A7C	-	18B	13	0	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	2719	DES	-	-	-	-	-	-
2A7D	-	18B	14	0	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	2719	DES	-	-	-	-	-	-
2A7E	-	18B	15	1	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	2719	DES	-	-	-	-	-	-
2A7F	-	18B	16	1	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	2719	DES	-	-	-	-	-	-
2A80	-	18C	1	0	1	0	0000111_	10_	00_	00_	00_	00_	0x0000	0x0000	2720	ACT-1	-	-	-	-	-	-
2A81	-	18C	2	0	1	0	0000111_	10_	00_	00_	00_	00_	0x0000	0x0000	2720	ACT-1	-	-	-	-	-	-
2A82	-	18C	3	1	0	0	0001000_	10_	00_	00_	00_	00_	0x0000	0x0000	2720	ACT-1	A2	-	-	-	-	-
2A83	-	18C	4	1	0	0	0001000_	10_	00_	00_	00_	00_	0x0000	0x0000	2720	ACT-1	A2	-	-	-	-	-
2A84	-	18C	5	0	1	0	0111011_	10_	00_	00_	00_	00_	0x0000	0x0000	2721	ACT-2	A2	-	-	-	-	-
2A85	-	18C	6	0	1	0	0111011_	10_	00_	00_	00_	00_	0x0000	0x0000	2721	ACT-2	A2	-	-	-	-	-
2A86	-	18C	7	1	0	0	1111111_	10_	00_	00_	00_	00_	0x0000	0x0000	2721	ACT-2	A2	0x3ff	-	-	-	-
2A87	-	18C	8	1	0	0	1111111_	10_	00_	00_	00_	00_	0x0000	0x0000	2721	ACT-2	A2	0x3ff	-	-	-	-
2A88	-	18C	9	0	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	2722	DES	-	-	-	-	-	-
2A89	-	18C	10	0	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	2722	DES	-	-	-	-	-	-
2A8A	-	18C	11	1	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	2722	DES	-	-	-	-	-	-
2A8B	-	18C	12	1	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	2722	DES	-	-	-	-	-	-
2A8C	-	18C	13	0	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	2723	DES	-	-	-	-	-	-
2A8D	-	18C	14	0	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	2723	DES	-	-	-	-	-	-
2A8E	-	18C	15	1	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	2723	DES	-	-	-	-	-	-
2A8F	-	18C	16	1	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	2723	DES	-	-	-	-	-	-
2A90	-	18D	1	0	1	0	0011111_	10_	00_	00_	00_	00_	0x0000	0x0000	2724	ACT-1	-	-	-	-	-	-
2A91	-	18D	2	0	1	0	0011111_	10_	00_	00_	00_	00_	0x0000	0x0000	2724	ACT-1	-	-	-	-	-	-
2A92	-	18D	3	1	0	0	1111100_	10_	00_	00_	00_	00_	0x0000	0x0000	2724	ACT-1	A3	-	-	-	-	-
2A93	-	18D	4	1	0	0	1111100_	10_	00_	00_	00_	00_	0x0000	0x0000	2724	ACT-1	A3	-	-	-	-	-
2A94	-	18D	5	0	1	0	1000011_	10_	00_	00_	00_	00_	0x0000	0x0000	2725	ACT-2	A3	-	-	-	-	-
2A95	-	18D	6	0	1	0	1000011_	10_	00_	00_	00_	00_	0x0000	0x0000	2725	ACT-2	A3	-	-	-	-	-
2A96	-	18D	7	1	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	2725	ACT-2	A3	0xfc00	-	-	-	-
2A97	-	18D	8	1	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	2725	ACT-2	A3	0xfc00	-	-	-	-
2A98	-	18D	9	0	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	2726	DES	-	-	-	-	-	-
2A99	-	18D	10	0	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	2726	DES	-	-	-	-	-	-
2A9A	-	18D	11	1	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	2726	DES	-	-	-	-	-	-
2A9B	-	18D	12	1	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	2726	DES	-	-	-	-	-	-
2A9C	-	18D	13	0	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	2727	DES	-	-	-	-	-	-
2A9D	-	18D	14	0	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	2727	DES	-	-	-	-	-	-
2A9E	-	18D	15	1	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	2727	DES	-	-	-	-	-	-
2A9F	-	18D	16	1	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	2727	DES	-	-	-	-	-	-
2AA0	-	18E	1	0	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	2728	DES	-	-	-	-	-	-
2AA1	-	18E	2	0	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	2728	DES	-	-	-	-	-	-
2AA2	-	18E	3	1	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	2728	DES	-	-	-	-	-	-
2AA3	-	18E	4	1	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	2728	DES	-	-	-	-	-	-
2AA4	-	18E	5	0	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	2729	DES	-	-	-	-	-	-
2AA5	-	18E	6	0	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	2729	DES	-	-	-	-	-	-
2AA6	-	18E	7	1	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	2729	DES	-	-	-	-	-	-
2AA7	-	18E	8	1	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	2729	DES	-	-	-	-	-	-
2AA8	-	18E	9	0	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	2730	DES	-	-	-	-	-	-
2AA9	-	18E	10	0	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	2730	DES	-	-	-	-	-	-
2AAA	-	18E	11	1	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	2730	DES	-	-	-	-	-	-
2AAB	-	18E	12	1	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	2730	DES	-	-	-	-	-	-
2AAC	-	18E	13	0	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	2731	DES	-	-	-	-	-	-
2AAD	-	18E	14	0	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	2731	DES	-	-	-	-	-	-
2AAE	-	18E	15	1	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	2731	DES	-	-	-	-	-	-
2AAF	-	18E	16	1	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	2731	DES	-	-	-	-	-	-
2AB0	-	18F	1	0	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	2732	DES	-	-	-	-	-	-
2AB1	-	18F	2	0	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	2732	DES	-	-	-	-	-	-
2AB2	-	18F	3	1	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	2732	DES	-	-	-	-	-	-
2AB3	-	18F	4	1	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	2732	DES	-	-	-	-	-	-
2AB4	-	18F	5	0	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	2733	DES	-	-	-	-	-	-
2AB5	-	18F	6	0	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	2733	DES	-	-	-	-	-	-
2AB6	-	18F	7	1	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	2733	DES	-	-	-	-	-	-
2AB7	-	18F	8	1	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	2733	DES	-	-	-	-	-	-
2AB8	-	18F	9	0	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	2734	DES	-	-	-	-	-	-
2AB9	-	18F	10	0	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	2734	DES	-	-	-	-	-	-
2ABA	-	18F	11	1	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	2734	DES	-	-	-	-	-	-
2ABB	-	18F	12	1	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	2734	DES	-	-	-	-	-	-
2ABC	-	18F	13	0	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	2735	DES	-	-	-	-	-	-
2ABD	-	18F	14	0	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	2735	DES	-	-	-	-	-	-
2ABE	-	18F	15	1	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	2735	DES	-	-	-	-	-	-
2ABF	-	18F	16	1	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	2735	DES	-	-	-	-	-	-
2AC0	-	190	1	0	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	2736	DES	-	-	-	-	-	-
2AC1	-	190	2	0	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	2736	DES	-	-	-	-	-	-
2AC2	-	190	3	1	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	2736	DES	-	-	-	-	-	-
2AC3	-	190	4	1	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	2736	DES	-	-	-	-	-	-
2AC4	-	190	5	0	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	2737	DES	-	-	-	-	-	-
2AC5	-	190	6	0	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	2737	DES	-	-	-	-	-	-
2AC6	-	190	7	1	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	2737	DES	-	-	-	-	-	-
2AC7	-	190	8	1	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	2737	DES	-	-	-	-	-	-
2AC8	-	190	9	0	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	2738	DES	-	-	-	-	-	-
2AC9	-	190	10	0	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	2738	DES	-	-	-	-	-	-
2ACA	-	190	11	1	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	2738	DES	-	-	-	-	-	-
2ACB	-	190	12	1	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	2738	DES	-	-	-	-	-	-
2ACC	-	190	13	0	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	2739	DES	-	-	-	-	-	-
2ACD	-	190	14	0	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	2739	DES	-	-	-	-	-	-
2ACE	-	190	15	1	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	2739	DES	-	-	-	-	-	-
2ACF	-	190	16	1	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	2739	DES	-	-	-	-	-	-
2AD0	-	191	1	0	1	0	0000111_	10_	00_	00_	00_	00_	0x0000	0x0000	2740	ACT-1	-	-	-	-	-	-
2AD1	-	191	2	0	1	0	0000111_	10_	00_	00_	00_	00_	0x0000	0x0000	2740	ACT-1	-	-	-	-	-	-
2AD2	-	191	3	1	0	0	0000001_	10_	00_	00_	00_	00_	0x0000	0x0000	2740	ACT-1	B0	-	-	-	-	-
2AD3	-	191	4	1	0	0	0000001_	10_	00_	00_	00_	00_	0x0000	0x0000	2740	ACT-1	B0	-	-	-	-	-
2AD4	-	191	5	0	1	0	0111011_	10_	00_	00_	00_	00_	0x0000	0x0000	2741	ACT-2	B0	-	-	-	-	-
2AD5	-	191	6	0	1	0	0111011_	10_	00_	00_	00_	00_	0x0000	0x0000	2741	ACT-2	B0	-	-	-	-	-
2AD6	-	191	7	1	0	0	1111111_	10_	00_	00_	00_	00_	0x0000	0x0000	2741	ACT-2	B0	0x3ff	-	-	-	-
2AD7	-	191	8	1	0	0	1111111_	10_	00_	00_	00_	00_	0x0000	0x0000	2741	ACT-2	B0	0x3ff	-	-	-	-
2AD8	-	191	9	0	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	2742	DES	-	-	-	-	-	-
2AD9	-	191	10	0	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	2742	DES	-	-	-	-	-	-
2ADA	-	191	11	1	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	2742	DES	-	-	-	-	-	-
2ADB	-	191	12	1	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	2742	DES	-	-	-	-	-	-
2ADC	-	191	13	0	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	2743	DES	-	-	-	-	-	-
2ADD	-	191	14	0	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	2743	DES	-	-	-	-	-	-
2ADE	-	191	15	1	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	2743	DES	-	-	-	-	-	-
2ADF	-	191	16	1	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	2743	DES	-	-	-	-	-	-
2AE0	-	192	1	0	1	0	0011111_	10_	00_	00_	00_	00_	0x0000	0x0000	2744	ACT-1	-	-	-	-	-	-
2AE1	-	192	2	0	1	0	0011111_	10_	00_	00_	00_	00_	0x0000	0x0000	2744	ACT-1	-	-	-	-	-	-
2AE2	-	192	3	1	0	0	1110101_	10_	00_	00_	00_	00_	0x0000	0x0000	2744	ACT-1	B1	-	-	-	-	-
2AE3	-	192	4	1	0	0	1110101_	10_	00_	00_	00_	00_	0x0000	0x0000	2744	ACT-1	B1	-	-	-	-	-
2AE4	-	192	5	0	1	0	1000011_	10_	00_	00_	00_	00_	0x0000	0x0000	2745	ACT-2	B1	-	-	-	-	-
2AE5	-	192	6	0	1	0	1000011_	10_	00_	00_	00_	00_	0x0000	0x0000	2745	ACT-2	B1	-	-	-	-	-
2AE6	-	192	7	1	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	2745	ACT-2	B1	0xfc00	-	-	-	-
2AE7	-	192	8	1	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	2745	ACT-2	B1	0xfc00	-	-	-	-
2AE8	-	192	9	0	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	2746	DES	-	-	-	-	-	-
2AE9	-	192	10	0	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	2746	DES	-	-	-	-	-	-
2AEA	-	192	11	1	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	2746	DES	-	-	-	-	-	-
2AEB	-	192	12	1	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	2746	DES	-	-	-	-	-	-
2AEC	-	192	13	0	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	2747	DES	-	-	-	-	-	-
2AED	-	192	14	0	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	2747	DES	-	-	-	-	-	-
2AEE	-	192	15	1	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	2747	DES	-	-	-	-	-	-
2AEF	-	192	16	1	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	2747	DES	-	-	-	-	-	-
2AF0	-	193	1	0	1	0	0000111_	10_	00_	00_	00_	00_	0x0000	0x0000	2748	ACT-1	-	-	-	-	-	-
2AF1	-	193	2	0	1	0	0000111_	10_	00_	00_	00_	00_	0x0000	0x0000	2748	ACT-1	-	-	-	-	-	-
2AF2	-	193	3	1	0	0	0001001_	10_	00_	00_	00_	00_	0x0000	0x0000	2748	ACT-1	B2	-	-	-	-	-
2AF3	-	193	4	1	0	0	0001001_	10_	00_	00_	00_	00_	0x0000	0x0000	2748	ACT-1	B2	-	-	-	-	-
2AF4	-	193	5	0	1	0	0111011_	10_	00_	00_	00_	00_	0x0000	0x0000	2749	ACT-2	B2	-	-	-	-	-
2AF5	-	193	6	0	1	0	0111011_	10_	00_	00_	00_	00_	0x0000	0x0000	2749	ACT-2	B2	-	-	-	-	-
2AF6	-	193	7	1	0	0	1111111_	10_	00_	00_	00_	00_	0x0000	0x0000	2749	ACT-2	B2	0x3ff	-	-	-	-
2AF7	-	193	8	1	0	0	1111111_	10_	00_	00_	00_	00_	0x0000	0x0000	2749	ACT-2	B2	0x3ff	-	-	-	-
2AF8	-	193	9	0	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	2750	DES	-	-	-	-	-	-
2AF9	-	193	10	0	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	2750	DES	-	-	-	-	-	-
2AFA	-	193	11	1	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	2750	DES	-	-	-	-	-	-
2AFB	-	193	12	1	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	2750	DES	-	-	-	-	-	-
2AFC	-	193	13	0	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	2751	DES	-	-	-	-	-	-
2AFD	-	193	14	0	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	2751	DES	-	-	-	-	-	-
2AFE	-	193	15	1	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	2751	DES	-	-	-	-	-	-
2AFF	-	193	16	1	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	2751	DES	-	-	-	-	-	-
2B00	-	194	1	0	1	0	0011111_	10_	00_	00_	00_	00_	0x0000	0x0000	2752	ACT-1	-	-	-	-	-	-
2B01	-	194	2	0	1	0	0011111_	10_	00_	00_	00_	00_	0x0000	0x0000	2752	ACT-1	-	-	-	-	-	-
2B02	-	194	3	1	0	0	1111101_	10_	00_	00_	00_	00_	0x0000	0x0000	2752	ACT-1	B3	-	-	-	-	-
2B03	-	194	4	1	0	0	1111101_	10_	00_	00_	00_	00_	0x0000	0x0000	2752	ACT-1	B3	-	-	-	-	-
2B04	-	194	5	0	1	0	1000011_	10_	00_	00_	00_	00_	0x0000	0x0000	2753	ACT-2	B3	-	-	-	-	-
2B05	-	194	6	0	1	0	1000011_	10_	00_	00_	00_	00_	0x0000	0x0000	2753	ACT-2	B3	-	-	-	-	-
2B06	-	194	7	1	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	2753	ACT-2	B3	0xfc00	-	-	-	-
2B07	-	194	8	1	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	2753	ACT-2	B3	0xfc00	-	-	-	-
2B08	-	194	9	0	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	2754	DES	-	-	-	-	-	-
2B09	-	194	10	0	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	2754	DES	-	-	-	-	-	-
2B0A	-	194	11	1	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	2754	DES	-	-	-	-	-	-
2B0B	-	194	12	1	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	2754	DES	-	-	-	-	-	-
2B0C	-	194	13	0	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	2755	DES	-	-	-	-	-	-
2B0D	-	194	14	0	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	2755	DES	-	-	-	-	-	-
2B0E	-	194	15	1	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	2755	DES	-	-	-	-	-	-
2B0F	-	194	16	1	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	2755	DES	-	-	-	-	-	-
2B10	-	195	1	0	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	2756	DES	-	-	-	-	-	-
2B11	-	195	2	0	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	2756	DES	-	-	-	-	-	-
2B12	-	195	3	1	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	2756	DES	-	-	-	-	-	-
2B13	-	195	4	1	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	2756	DES	-	-	-	-	-	-
2B14	-	195	5	0	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	2757	DES	-	-	-	-	-	-
2B15	-	195	6	0	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	2757	DES	-	-	-	-	-	-
