IDX	LABEL	PC	UI	CLKT	CS0	CS1	CA	WCKT	RDQS0	RDQS1	DMI0	DMI1	DATAe	DATAo	CLK_cnt	CMD	BANK	ROW	COLA	MR_VAL	ETC	Data
2985	-	1D4	6	0	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	2657	DES	-	-	-	-	-	-
2986	-	1D4	7	1	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	2657	DES	-	-	-	-	-	-
2987	-	1D4	8	1	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	2657	DES	-	-	-	-	-	-
2988	-	1D4	9	0	1	0	0000001_	10_	00_	00_	00_	00_	0x0000	0x0000	2658	RD(16)	-	-	-	-	-	-
2989	-	1D4	10	0	1	0	0000001_	10_	00_	00_	00_	00_	0x0000	0x0000	2658	RD(16)	-	-	-	-	-	-
298A	-	1D4	11	1	0	0	0001101_	10_	00_	00_	00_	00_	0x0000	0x0000	2658	RD(16)	B3	0x0	0x0	-	-	0x9999_0x6666_0x9999_0x6666_0x9999_0x6666_0x9999_0x6666_0x6666_0x9999_0x6666_0x9999_0x6666_0x9999_0x6666_0x9999_
298B	-	1D4	12	1	0	0	0001101_	10_	00_	00_	00_	00_	0x0000	0x0000	2658	RD(16)	B3	0x0	0x0	-	-	-
298C	-	1D4	13	0	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	2659	DES	-	-	-	-	-	-
298D	-	1D4	14	0	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	2659	DES	-	-	-	-	-	-
298E	-	1D4	15	1	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	2659	DES	-	-	-	-	-	-
298F	-	1D4	16	1	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	2659	DES	-	-	-	-	-	-
2990	-	1D5	1	0	1	0	1111001_	10_	00_	00_	00_	00_	0x0000	0x0000	2660	RD(16)	-	-	-	-	-	-
2991	-	1D5	2	0	1	0	1111001_	10_	00_	00_	00_	00_	0x0000	0x0000	2660	RD(16)	-	-	-	-	-	-
2992	-	1D5	3	1	0	0	0110010_	10_	00_	00_	00_	00_	0x0000	0x0000	2660	RD(16)	C0	0xffff	0x3f0	-	-	0x9999_0x6666_0x9999_0x6666_0x9999_0x6666_0x9999_0x6666_0x9999_0x6666_0x9999_0x6666_0x9999_0x6666_0x9999_0x6666_
2993	-	1D5	4	1	0	0	0110010_	10_	00_	00_	00_	00_	0x0000	0x0000	2660	RD(16)	C0	0xffff	0x3f0	-	-	-
2994	-	1D5	5	0	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	2661	DES	-	-	-	-	-	-
2995	-	1D5	6	0	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	2661	DES	-	-	-	-	-	-
2996	-	1D5	7	1	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	2661	DES	-	-	-	-	-	-
2997	-	1D5	8	1	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	2661	DES	-	-	-	-	-	-
2998	-	1D5	9	0	1	0	0000001_	10_	00_	00_	00_	00_	0x0000	0x0000	2662	RD(16)	-	-	-	-	-	-
2999	-	1D5	10	0	1	0	0000001_	10_	00_	00_	00_	00_	0x0000	0x0000	2662	RD(16)	-	-	-	-	-	-
299A	-	1D5	11	1	0	0	0000110_	10_	00_	00_	00_	00_	0x0000	0x0000	2662	RD(16)	C1	0x0	0x0	-	-	0x6666_0x6666_0x6666_0x6666_0x6666_0x6666_0x6666_0x6666_0x6666_0x6666_0x6666_0x6666_0x6666_0x6666_0x6666_0x6666_
299B	-	1D5	12	1	0	0	0000110_	10_	00_	00_	00_	00_	0x0000	0x0000	2662	RD(16)	C1	0x0	0x0	-	-	-
299C	-	1D5	13	0	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	2663	DES	-	-	-	-	-	-
299D	-	1D5	14	0	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	2663	DES	-	-	-	-	-	-
299E	-	1D5	15	1	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	2663	DES	-	-	-	-	-	-
299F	-	1D5	16	1	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	2663	DES	-	-	-	-	-	-
29A0	-	1D6	1	0	1	0	1111001_	10_	00_	00_	00_	00_	0x0000	0x0000	2664	RD(16)	-	-	-	-	-	-
29A1	-	1D6	2	0	1	0	1111001_	10_	00_	00_	00_	00_	0x0000	0x0000	2664	RD(16)	-	-	-	-	-	-
29A2	-	1D6	3	1	0	0	0111010_	10_	10_	10_	00_	00_	0x9999	0x6666	2664	RD(16)	C2	0xffff	0x3f0	-	-	0x6666_0x9999_0x6666_0x9999_0x6666_0x9999_0x6666_0x9999_0x6666_0x9999_0x6666_0x9999_0x6666_0x9999_0x6666_0x9999_
29A3	-	1D6	4	1	0	0	0111010_	10_	10_	10_	00_	00_	0x9999	0x6666	2664	RD(16)	C2	0xffff	0x3f0	-	-	-
29A4	-	1D6	5	0	0	0	0000000_	10_	10_	10_	00_	00_	0x9999	0x6666	2665	DES	-	-	-	-	-	-
29A5	-	1D6	6	0	0	0	0000000_	10_	10_	10_	00_	00_	0x9999	0x6666	2665	DES	-	-	-	-	-	-
29A6	-	1D6	7	1	0	0	0000000_	10_	10_	10_	00_	00_	0x9999	0x6666	2665	DES	-	-	-	-	-	-
29A7	-	1D6	8	1	0	0	0000000_	10_	10_	10_	00_	00_	0x9999	0x6666	2665	DES	-	-	-	-	-	-
29A8	-	1D6	9	0	1	0	0000001_	10_	10_	10_	00_	00_	0x9999	0x6666	2666	RD(16)	-	-	-	-	-	-
29A9	-	1D6	10	0	1	0	0000001_	10_	10_	10_	00_	00_	0x9999	0x6666	2666	RD(16)	-	-	-	-	-	-
29AA	-	1D6	11	1	0	0	0001110_	10_	10_	10_	00_	00_	0x6666	0x6666	2666	RD(16)	C3	0x0	0x0	-	-	0x6666_0x9999_0x6666_0x9999_0x6666_0x9999_0x6666_0x9999_0x6666_0x9999_0x6666_0x9999_0x6666_0x9999_0x6666_0x9999_
29AB	-	1D6	12	1	0	0	0001110_	10_	10_	10_	00_	00_	0x6666	0x6666	2666	RD(16)	C3	0x0	0x0	-	-	-
29AC	-	1D6	13	0	0	0	0000000_	10_	10_	10_	00_	00_	0x6666	0x6666	2667	DES	-	-	-	-	-	-
29AD	-	1D6	14	0	0	0	0000000_	10_	10_	10_	00_	00_	0x6666	0x6666	2667	DES	-	-	-	-	-	-
29AE	-	1D6	15	1	0	0	0000000_	10_	10_	10_	00_	00_	0x6666	0x6666	2667	DES	-	-	-	-	-	-
29AF	-	1D6	16	1	0	0	0000000_	10_	10_	10_	00_	00_	0x6666	0x6666	2667	DES	-	-	-	-	-	-
29B0	-	1D7	1	0	1	0	1111001_	10_	10_	10_	00_	00_	0x6666	0x6666	2668	RD(16)	-	-	-	-	-	-
29B1	-	1D7	2	0	1	0	1111001_	10_	10_	10_	00_	00_	0x6666	0x6666	2668	RD(16)	-	-	-	-	-	-
29B2	-	1D7	3	1	0	0	0110011_	10_	10_	10_	00_	00_	0x6666	0x9999	2668	RD(16)	D0	0xffff	0x3f0	-	-	0x9999_0x6666_0x6666_0x9999_0x9999_0x6666_0x6666_0x9999_0x9999_0x6666_0x6666_0x9999_0x9999_0x6666_0x6666_0x9999_
29B3	-	1D7	4	1	0	0	0110011_	10_	10_	10_	00_	00_	0x6666	0x9999	2668	RD(16)	D0	0xffff	0x3f0	-	-	-
29B4	-	1D7	5	0	0	0	0000000_	10_	10_	10_	00_	00_	0x6666	0x9999	2669	DES	-	-	-	-	-	-
29B5	-	1D7	6	0	0	0	0000000_	10_	10_	10_	00_	00_	0x6666	0x9999	2669	DES	-	-	-	-	-	-
29B6	-	1D7	7	1	0	0	0000000_	10_	10_	10_	00_	00_	0x6666	0x9999	2669	DES	-	-	-	-	-	-
29B7	-	1D7	8	1	0	0	0000000_	10_	10_	10_	00_	00_	0x6666	0x9999	2669	DES	-	-	-	-	-	-
29B8	-	1D7	9	0	1	0	0000001_	10_	10_	10_	00_	00_	0x6666	0x9999	2670	RD(16)	-	-	-	-	-	-
29B9	-	1D7	10	0	1	0	0000001_	10_	10_	10_	00_	00_	0x6666	0x9999	2670	RD(16)	-	-	-	-	-	-
29BA	-	1D7	11	1	0	0	0000111_	10_	10_	10_	00_	00_	0x6666	0x9999	2670	RD(16)	D1	0x0	0x0	-	-	0x6666_0x9999_0x9999_0x6666_0x6666_0x9999_0x9999_0x6666_0x6666_0x9999_0x9999_0x6666_0x6666_0x9999_0x9999_0x6666_
29BB	-	1D7	12	1	0	0	0000111_	10_	10_	10_	00_	00_	0x6666	0x9999	2670	RD(16)	D1	0x0	0x0	-	-	-
29BC	-	1D7	13	0	0	0	0000000_	10_	10_	10_	00_	00_	0x6666	0x9999	2671	DES	-	-	-	-	-	-
29BD	-	1D7	14	0	0	0	0000000_	10_	10_	10_	00_	00_	0x6666	0x9999	2671	DES	-	-	-	-	-	-
29BE	-	1D7	15	1	0	0	0000000_	10_	10_	10_	00_	00_	0x6666	0x9999	2671	DES	-	-	-	-	-	-
29BF	-	1D7	16	1	0	0	0000000_	10_	10_	10_	00_	00_	0x6666	0x9999	2671	DES	-	-	-	-	-	-
29C0	-	1D8	1	0	1	0	1111001_	10_	10_	10_	00_	00_	0x6666	0x9999	2672	RD(16)	-	-	-	-	-	-
29C1	-	1D8	2	0	1	0	1111001_	10_	10_	10_	00_	00_	0x6666	0x9999	2672	RD(16)	-	-	-	-	-	-
29C2	-	1D8	3	1	0	0	0111011_	10_	10_	10_	00_	00_	0x9999	0x6666	2672	RD(16)	D2	0xffff	0x3f0	-	-	0x6666_0x9999_0x6666_0x9999_0x6666_0x9999_0x6666_0x9999_0x9999_0x6666_0x9999_0x6666_0x9999_0x6666_0x9999_0x6666_
29C3	-	1D8	4	1	0	0	0111011_	10_	10_	10_	00_	00_	0x6666	0x9999	2672	RD(16)	D2	0xffff	0x3f0	-	-	-
29C4	-	1D8	5	0	0	0	0000000_	10_	10_	10_	00_	00_	0x9999	0x6666	2673	DES	-	-	-	-	-	-
29C5	-	1D8	6	0	0	0	0000000_	10_	10_	10_	00_	00_	0x6666	0x9999	2673	DES	-	-	-	-	-	-
29C6	-	1D8	7	1	0	0	0000000_	10_	10_	10_	00_	00_	0x9999	0x6666	2673	DES	-	-	-	-	-	-
29C7	-	1D8	8	1	0	0	0000000_	10_	10_	10_	00_	00_	0x6666	0x9999	2673	DES	-	-	-	-	-	-
29C8	-	1D8	9	0	1	0	0000001_	10_	10_	10_	00_	00_	0x9999	0x6666	2674	RD(16)	-	-	-	-	-	-
29C9	-	1D8	10	0	1	0	0000001_	10_	10_	10_	00_	00_	0x6666	0x9999	2674	RD(16)	-	-	-	-	-	-
29CA	-	1D8	11	1	0	0	0001111_	10_	10_	10_	00_	00_	0x6666	0x9999	2674	RD(16)	D3	0x0	0x0	-	-	0x9999_0x6666_0x9999_0x6666_0x9999_0x6666_0x9999_0x6666_0x6666_0x9999_0x6666_0x9999_0x6666_0x9999_0x6666_0x9999_
29CB	-	1D8	12	1	0	0	0001111_	10_	10_	10_	00_	00_	0x9999	0x6666	2674	RD(16)	D3	0x0	0x0	-	-	-
29CC	-	1D8	13	0	0	0	0000000_	10_	10_	10_	00_	00_	0x6666	0x9999	2675	DES	-	-	-	-	-	-
29CD	-	1D8	14	0	0	0	0000000_	10_	10_	10_	00_	00_	0x9999	0x6666	2675	DES	-	-	-	-	-	-
29CE	-	1D8	15	1	0	0	0000000_	10_	10_	10_	00_	00_	0x6666	0x9999	2675	DES	-	-	-	-	-	-
29CF	-	1D8	16	1	0	0	0000000_	10_	10_	10_	00_	00_	0x9999	0x6666	2675	DES	-	-	-	-	-	-
29D0	-	1D9	1	0	0	0	0000000_	10_	10_	10_	00_	00_	0x6666	0x9999	2676	DES	-	-	-	-	-	-
29D1	-	1D9	2	0	0	0	0000000_	10_	10_	10_	00_	00_	0x9999	0x6666	2676	DES	-	-	-	-	-	-
29D2	-	1D9	3	1	0	0	0000000_	10_	10_	10_	00_	00_	0x6666	0x9999	2676	DES	-	-	-	-	-	-
29D3	-	1D9	4	1	0	0	0000000_	10_	10_	10_	00_	00_	0x6666	0x9999	2676	DES	-	-	-	-	-	-
29D4	-	1D9	5	0	0	0	0000000_	10_	10_	10_	00_	00_	0x6666	0x9999	2677	DES	-	-	-	-	-	-
29D5	-	1D9	6	0	0	0	0000000_	10_	10_	10_	00_	00_	0x6666	0x9999	2677	DES	-	-	-	-	-	-
29D6	-	1D9	7	1	0	0	0000000_	10_	10_	10_	00_	00_	0x9999	0x6666	2677	DES	-	-	-	-	-	-
29D7	-	1D9	8	1	0	0	0000000_	10_	10_	10_	00_	00_	0x9999	0x6666	2677	DES	-	-	-	-	-	-
29D8	-	1D9	9	0	0	0	0000000_	10_	10_	10_	00_	00_	0x9999	0x6666	2678	DES	-	-	-	-	-	-
29D9	-	1D9	10	0	0	0	0000000_	10_	10_	10_	00_	00_	0x9999	0x6666	2678	DES	-	-	-	-	-	-
29DA	-	1D9	11	1	0	0	0000000_	10_	10_	10_	00_	00_	0x9999	0x6666	2678	DES	-	-	-	-	-	-
29DB	-	1D9	12	1	0	0	0000000_	10_	10_	10_	00_	00_	0x9999	0x6666	2678	DES	-	-	-	-	-	-
29DC	-	1D9	13	0	0	0	0000000_	10_	10_	10_	00_	00_	0x9999	0x6666	2679	DES	-	-	-	-	-	-
29DD	-	1D9	14	0	0	0	0000000_	10_	10_	10_	00_	00_	0x9999	0x6666	2679	DES	-	-	-	-	-	-
29DE	-	1D9	15	1	0	0	0000000_	10_	10_	10_	00_	00_	0x6666	0x9999	2679	DES	-	-	-	-	-	-
29DF	-	1D9	16	1	0	0	0000000_	10_	10_	10_	00_	00_	0x6666	0x9999	2679	DES	-	-	-	-	-	-
2.90E+01	-	1DA	1	0	0	0	0000000_	10_	10_	10_	00_	00_	0x6666	0x9999	2680	DES	-	-	-	-	-	-
2.90E+02	-	1DA	2	0	0	0	0000000_	10_	10_	10_	00_	00_	0x6666	0x9999	2680	DES	-	-	-	-	-	-
2.90E+03	-	1DA	3	1	0	0	0000000_	10_	10_	10_	00_	00_	0x9999	0x6666	2680	DES	-	-	-	-	-	-
2.90E+04	-	1DA	4	1	0	0	0000000_	10_	10_	10_	00_	00_	0x9999	0x6666	2680	DES	-	-	-	-	-	-
2.90E+05	-	1DA	5	0	0	0	0000000_	10_	10_	10_	00_	00_	0x9999	0x6666	2681	DES	-	-	-	-	-	-
2.90E+06	-	1DA	6	0	0	0	0000000_	10_	10_	10_	00_	00_	0x9999	0x6666	2681	DES	-	-	-	-	-	-
2.90E+07	-	1DA	7	1	0	0	0000000_	10_	10_	10_	00_	00_	0x9999	0x6666	2681	DES	-	-	-	-	-	-
2.90E+08	-	1DA	8	1	0	0	0000000_	10_	10_	10_	00_	00_	0x9999	0x6666	2681	DES	-	-	-	-	-	-
2.90E+09	-	1DA	9	0	0	0	0000000_	10_	10_	10_	00_	00_	0x9999	0x6666	2682	DES	-	-	-	-	-	-
2.90E+10	-	1DA	10	0	0	0	0000000_	10_	10_	10_	00_	00_	0x9999	0x6666	2682	DES	-	-	-	-	-	-
29EA	-	1DA	11	1	0	0	0000000_	10_	10_	10_	00_	00_	0x6666	0x6666	2682	DES	-	-	-	-	-	-
29EB	-	1DA	12	1	0	0	0000000_	10_	10_	10_	00_	00_	0x6666	0x6666	2682	DES	-	-	-	-	-	-
29EC	-	1DA	13	0	0	0	0000000_	10_	10_	10_	00_	00_	0x6666	0x6666	2683	DES	-	-	-	-	-	-
29ED	-	1DA	14	0	0	0	0000000_	10_	10_	10_	00_	00_	0x6666	0x6666	2683	DES	-	-	-	-	-	-
29EE	-	1DA	15	1	0	0	0000000_	10_	10_	10_	00_	00_	0x6666	0x6666	2683	DES	-	-	-	-	-	-
29EF	-	1DA	16	1	0	0	0000000_	10_	10_	10_	00_	00_	0x6666	0x6666	2683	DES	-	-	-	-	-	-
29F0	-	1DB	1	0	0	0	0000000_	10_	10_	10_	00_	00_	0x6666	0x6666	2684	DES	-	-	-	-	-	-
29F1	-	1DB	2	0	0	0	0000000_	10_	10_	10_	00_	00_	0x6666	0x6666	2684	DES	-	-	-	-	-	-
29F2	-	1DB	3	1	0	0	0000000_	10_	10_	10_	00_	00_	0x6666	0x9999	2684	DES	-	-	-	-	-	-
29F3	-	1DB	4	1	0	0	0000000_	10_	10_	10_	00_	00_	0x6666	0x9999	2684	DES	-	-	-	-	-	-
29F4	-	1DB	5	0	0	0	0000000_	10_	10_	10_	00_	00_	0x6666	0x9999	2685	DES	-	-	-	-	-	-
29F5	-	1DB	6	0	0	0	0000000_	10_	10_	10_	00_	00_	0x6666	0x9999	2685	DES	-	-	-	-	-	-
29F6	-	1DB	7	1	0	0	0000000_	10_	10_	10_	00_	00_	0x6666	0x9999	2685	DES	-	-	-	-	-	-
29F7	-	1DB	8	1	0	0	0000000_	10_	10_	10_	00_	00_	0x6666	0x9999	2685	DES	-	-	-	-	-	-
29F8	-	1DB	9	0	0	0	0000000_	10_	10_	10_	00_	00_	0x6666	0x9999	2686	DES	-	-	-	-	-	-
29F9	-	1DB	10	0	0	0	0000000_	10_	10_	10_	00_	00_	0x6666	0x9999	2686	DES	-	-	-	-	-	-
29FA	-	1DB	11	1	0	0	0000000_	10_	10_	10_	00_	00_	0x6666	0x9999	2686	DES	-	-	-	-	-	-
29FB	-	1DB	12	1	0	0	0000000_	10_	10_	10_	00_	00_	0x6666	0x9999	2686	DES	-	-	-	-	-	-
29FC	-	1DB	13	0	0	0	0000000_	10_	10_	10_	00_	00_	0x6666	0x9999	2687	DES	-	-	-	-	-	-
29FD	-	1DB	14	0	0	0	0000000_	10_	10_	10_	00_	00_	0x6666	0x9999	2687	DES	-	-	-	-	-	-
29FE	-	1DB	15	1	0	0	0000000_	10_	10_	10_	00_	00_	0x6666	0x9999	2687	DES	-	-	-	-	-	-
29FF	-	1DB	16	1	0	0	0000000_	10_	10_	10_	00_	00_	0x6666	0x9999	2687	DES	-	-	-	-	-	-
2A00	-	1DC	1	0	0	0	0000000_	10_	10_	10_	00_	00_	0x6666	0x9999	2688	DES	-	-	-	-	-	-
2A01	-	1DC	2	0	0	0	0000000_	10_	10_	10_	00_	00_	0x6666	0x9999	2688	DES	-	-	-	-	-	-
2A02	-	1DC	3	1	0	0	0000000_	10_	10_	10_	00_	00_	0x9999	0x6666	2688	DES	-	-	-	-	-	-
2A03	-	1DC	4	1	0	0	0000000_	10_	10_	10_	00_	00_	0x6666	0x9999	2688	DES	-	-	-	-	-	-
2A04	-	1DC	5	0	0	0	0000000_	10_	10_	10_	00_	00_	0x9999	0x6666	2689	DES	-	-	-	-	-	-
2A05	-	1DC	6	0	0	0	0000000_	10_	10_	10_	00_	00_	0x6666	0x9999	2689	DES	-	-	-	-	-	-
2A06	-	1DC	7	1	0	0	0000000_	10_	10_	10_	00_	00_	0x9999	0x6666	2689	DES	-	-	-	-	-	-
2A07	-	1DC	8	1	0	0	0000000_	10_	10_	10_	00_	00_	0x6666	0x9999	2689	DES	-	-	-	-	-	-
2A08	-	1DC	9	0	0	0	0000000_	10_	10_	10_	00_	00_	0x9999	0x6666	2690	DES	-	-	-	-	-	-
2A09	-	1DC	10	0	0	0	0000000_	10_	10_	10_	00_	00_	0x6666	0x9999	2690	DES	-	-	-	-	-	-
2A0A	-	1DC	11	1	0	0	0000000_	10_	10_	10_	00_	00_	0x6666	0x9999	2690	DES	-	-	-	-	-	-
2A0B	-	1DC	12	1	0	0	0000000_	10_	10_	10_	00_	00_	0x9999	0x6666	2690	DES	-	-	-	-	-	-
2A0C	-	1DC	13	0	1	0	1111000_	10_	10_	10_	00_	00_	0x6666	0x9999	2691	PRE	-	-	-	-	-	-
2A0D	-	1DC	14	0	1	0	1111000_	10_	10_	10_	00_	00_	0x9999	0x6666	2691	PRE	-	-	-	-	-	-
2A0E	-	1DC	15	1	0	0	1000000_	10_	10_	10_	00_	00_	0x6666	0x9999	2691	PRE	ALL	-	-	-	-	-
2A0F	-	1DC	16	1	0	0	1000000_	10_	10_	10_	00_	00_	0x9999	0x6666	2691	PRE	ALL	-	-	-	-	-
2A10	-	1DD	1	0	0	0	0000000_	10_	10_	10_	00_	00_	0x6666	0x9999	2692	DES	-	-	-	-	-	-
2A11	-	1DD	2	0	0	0	0000000_	10_	10_	10_	00_	00_	0x9999	0x6666	2692	DES	-	-	-	-	-	-
2A12	-	1DD	3	1	0	0	0000000_	10_	10_	10_	00_	00_	0x6666	0x9999	2692	DES	-	-	-	-	-	-
2A13	-	1DD	4	1	0	0	0000000_	10_	10_	10_	00_	00_	0x6666	0x9999	2692	DES	-	-	-	-	-	-
2A14	-	1DD	5	0	0	0	0000000_	10_	10_	10_	00_	00_	0x6666	0x9999	2693	DES	-	-	-	-	-	-
2A15	-	1DD	6	0	0	0	0000000_	10_	10_	10_	00_	00_	0x6666	0x9999	2693	DES	-	-	-	-	-	-
2A16	-	1DD	7	1	0	0	0000000_	10_	10_	10_	00_	00_	0x9999	0x6666	2693	DES	-	-	-	-	-	-
2A17	-	1DD	8	1	0	0	0000000_	10_	10_	10_	00_	00_	0x9999	0x6666	2693	DES	-	-	-	-	-	-
2A18	-	1DD	9	0	0	0	0000000_	10_	10_	10_	00_	00_	0x9999	0x6666	2694	DES	-	-	-	-	-	-
2A19	-	1DD	10	0	0	0	0000000_	10_	10_	10_	00_	00_	0x9999	0x6666	2694	DES	-	-	-	-	-	-
2A1A	-	1DD	11	1	0	0	0000000_	10_	10_	10_	00_	00_	0x9999	0x6666	2694	DES	-	-	-	-	-	-
2A1B	-	1DD	12	1	0	0	0000000_	10_	10_	10_	00_	00_	0x9999	0x6666	2694	DES	-	-	-	-	-	-
2A1C	-	1DD	13	0	0	0	0000000_	10_	10_	10_	00_	00_	0x9999	0x6666	2695	DES	-	-	-	-	-	-
2A1D	-	1DD	14	0	0	0	0000000_	10_	10_	10_	00_	00_	0x9999	0x6666	2695	DES	-	-	-	-	-	-
2A1E	-	1DD	15	1	0	0	0000000_	10_	10_	10_	00_	00_	0x6666	0x9999	2695	DES	-	-	-	-	-	-
2A1F	-	1DD	16	1	0	0	0000000_	10_	10_	10_	00_	00_	0x6666	0x9999	2695	DES	-	-	-	-	-	-
2A20	-	1DE	1	0	0	0	0000000_	10_	10_	10_	00_	00_	0x6666	0x9999	2696	DES	-	-	-	-	-	-
2A21	-	1DE	2	0	0	0	0000000_	10_	10_	10_	00_	00_	0x6666	0x9999	2696	DES	-	-	-	-	-	-
2A22	-	1DE	3	1	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	2696	DES	-	-	-	-	-	-
2A23	-	1DE	4	1	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	2696	DES	-	-	-	-	-	-
2A24	-	1DE	5	0	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	2697	DES	-	-	-	-	-	-
2A25	-	1DE	6	0	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	2697	DES	-	-	-	-	-	-
2A26	-	1DE	7	1	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	2697	DES	-	-	-	-	-	-
2A27	-	1DE	8	1	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	2697	DES	-	-	-	-	-	-
2A28	-	1DE	9	0	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	2698	DES	-	-	-	-	-	-
2A29	-	1DE	10	0	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	2698	DES	-	-	-	-	-	-
2A2A	-	1DE	11	1	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	2698	DES	-	-	-	-	-	-
2A2B	-	1DE	12	1	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	2698	DES	-	-	-	-	-	-
2A2C	-	1DE	13	0	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	2699	DES	-	-	-	-	-	-
2A2D	-	1DE	14	0	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	2699	DES	-	-	-	-	-	-
2A2E	-	1DE	15	1	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	2699	DES	-	-	-	-	-	-
2A2F	-	1DE	16	1	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	2699	DES	-	-	-	-	-	-
2A30	-	1DF	1	0	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	2700	DES	-	-	-	-	-	-
2A31	-	1DF	2	0	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	2700	DES	-	-	-	-	-	-
2A32	-	1DF	3	1	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	2700	DES	-	-	-	-	-	-
2A33	-	1DF	4	1	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	2700	DES	-	-	-	-	-	-
2A34	-	1DF	5	0	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	2701	DES	-	-	-	-	-	-
2A35	-	1DF	6	0	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	2701	DES	-	-	-	-	-	-
2A36	-	1DF	7	1	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	2701	DES	-	-	-	-	-	-
2A37	-	1DF	8	1	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	2701	DES	-	-	-	-	-	-
2A38	-	1DF	9	0	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	2702	DES	-	-	-	-	-	-
2A39	-	1DF	10	0	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	2702	DES	-	-	-	-	-	-
2A3A	-	1DF	11	1	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	2702	DES	-	-	-	-	-	-
2A3B	-	1DF	12	1	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	2702	DES	-	-	-	-	-	-
2A3C	-	1DF	13	0	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	2703	DES	-	-	-	-	-	-
2A3D	-	1DF	14	0	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	2703	DES	-	-	-	-	-	-
2A3E	-	1DF	15	1	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	2703	DES	-	-	-	-	-	-
2A3F	-	1DF	16	1	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	2703	DES	-	-	-	-	-	-
2A40	-	1.00E+00	1	0	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	2704	DES	-	-	-	-	-	-
2A41	-	1.00E+00	2	0	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	2704	DES	-	-	-	-	-	-
2A42	-	1.00E+00	3	1	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	2704	DES	-	-	-	-	-	-
2A43	-	1.00E+00	4	1	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	2704	DES	-	-	-	-	-	-
2A44	-	1.00E+00	5	0	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	2705	DES	-	-	-	-	-	-
2A45	-	1.00E+00	6	0	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	2705	DES	-	-	-	-	-	-
2A46	-	1.00E+00	7	1	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	2705	DES	-	-	-	-	-	-
2A47	-	1.00E+00	8	1	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	2705	DES	-	-	-	-	-	-
